gamer_tag,full_name,role,residency,country,team
Wendelbo,Daniel Ernst Wendelbo,Support,Europe,denmark,RoX (2014 CIS Team)
Fires,Nikita Nuzhkov,Substitute,CIS (Commonwealth of Independent States),ru,RoX (2014 CIS Team)
Tianika,Ekaterina Pavlova,Substitute,CIS (Commonwealth of Independent States),ru,Just
Dark Solece,Dmitrii Nikelʹ,Top,CIS (Commonwealth of Independent States),ru,VVT
Ippon,Bartosz Dzikowski,Jungle,Europe,pl,VVT
Lukezy,Luka Trumbić,Mid,Europe,hr,VVT
LeX,Alexei Chitac,Ad Carry,CIS (Commonwealth of Independent States),md,VVT
Dimonko,Dmitrii Korovushkin,Support,CIS (Commonwealth of Independent States),ru,VVT
Toncelis,Anton Morozov,Substitute,CIS (Commonwealth of Independent States),ru,VVT
Punisher (Nikita Lavrinov),Nikita Lavrinov,Jungle,CIS (Commonwealth of Independent States),ru,Vega
Paranoia,Ivan Tipuhov,Mid,CIS (Commonwealth of Independent States),ua,Vega
Skash,Arthur Ermolaev,Support,CIS (Commonwealth of Independent States),ru,Vega
Razly,Valeriy Shishkin,Substitute,CIS (Commonwealth of Independent States),ru,Vega
Blasting,Daniel Kudrin,Ad Carry,CIS (Commonwealth of Independent States),lv,Gambit Esports
Edward,Edward Abgaryan,Support,Europe,am,Gambit Esports
Reach (Lee Joo-won),Lee Joo-won (이주원),Jungle,South Korea,south korea,M19
Lukezy,Luka Trumbić,Mid,Europe,hr,M19
Likkrit,Kirill Malofeyev,Support,CIS (Commonwealth of Independent States),ru,M19
BOSS (Vladislav Fomin),Vladislav Fomin,Top,CIS (Commonwealth of Independent States),ru,Just A
SaDJesteRRR,Yevgeny Starosvetskiy,Jungle,CIS (Commonwealth of Independent States),ru,Just A
Marker,Mark Dyakov,Mid,CIS (Commonwealth of Independent States),ru,Just A
pooh (Emil Aliev),Emil Aliev,Ad Carry,CIS (Commonwealth of Independent States),ru,Just A
Jestkui Max,Maksim Filipenko,Support,CIS (Commonwealth of Independent States),ru,Just A
Doxy,Rafael Adl Zarabi,Top,Europe,denmark,VP
Kreox,Ilya Grom,Jungle,CIS (Commonwealth of Independent States),ru,VP
Paranoia,Ivan Tipuhov,Mid,CIS (Commonwealth of Independent States),ua,VP
P1noy,Kristoffer Pedersen,Ad Carry,Europe,denmark,VP
SaNTaS,Aleksandr Lifashin,Support,CIS (Commonwealth of Independent States),ru,VP
SimSin,Vladislav Samokha,Support,CIS (Commonwealth of Independent States),ru,M19
Zvene,Simon Svensson,Top,Europe,se,NV.CIS
DoubleAiM,Aleksa Stanković,Jungle,Europe,rs,NV.CIS
Piter Pokir,Viktor Pachkunov,Mid,CIS (Commonwealth of Independent States),ru,NV.CIS
aMiracle,Vladislav Scherbina,Ad Carry,CIS (Commonwealth of Independent States),ua,NV.CIS
Skash,Arthur Ermolaev,Support,CIS (Commonwealth of Independent States),ru,NV.CIS
Bwipo,Gabriël Rau,Top,Europe,belgium,RoX CIS 
DimaJke,Dmitrii Gushcha,Jungle,CIS (Commonwealth of Independent States),ru,RoX CIS 
Ripi,Calvin Law,Mid,Europe,netherlands,RoX CIS 
Kinzu,Vladyslav Belokon,Ad Carry,CIS (Commonwealth of Independent States),ua,RoX CIS 
Antariys,Vladislav Smorodin,Support,CIS (Commonwealth of Independent States),ru,RoX CIS 
Saviour,Vladen Dvoretsky,Support,CIS (Commonwealth of Independent States),ru,RoX CIS 
Dark Solece,Dmitrii Nikelʹ,Top,CIS (Commonwealth of Independent States),ru,Vaevictis eSports
Cboi,Casper Bo Simonsen,Jungle,Europe,denmark,Vaevictis eSports
DiscotEkka,Anton Shestakov,Mid,CIS (Commonwealth of Independent States),ru,Vaevictis eSports
Unho1y,Alexander Sevostianov,Ad Carry,CIS (Commonwealth of Independent States),ua,Vaevictis eSports
Grisen,Emil Brouwer,Support,Europe,denmark,Vaevictis eSports
Zanzarah,Nikolay Akatov,Jungle,CIS (Commonwealth of Independent States),ru,Vega
Drobovik123,Evgeny Belousov,Mid,CIS (Commonwealth of Independent States),ru,Vega
delord,Paweł Szabla,Support,Europe,pl,Vega
Doxy,Rafael Adl Zarabi,Top,Europe,denmark,Virtus.pro
Kreox,Ilya Grom,Jungle,CIS (Commonwealth of Independent States),ru,Virtus.pro
Paranoia,Ivan Tipuhov,Mid,CIS (Commonwealth of Independent States),ua,Virtus.pro
P1noy,Kristoffer Pedersen,Ad Carry,Europe,denmark,Virtus.pro
SaNTaS,Aleksandr Lifashin,Support,CIS (Commonwealth of Independent States),ru,Virtus.pro
PvPStejos,Alexander Glazkov,Jungle,CIS (Commonwealth of Independent States),ua,M19
Kira,Mykhailo Harmash,Mid,CIS (Commonwealth of Independent States),ua,M19
DoubleAiM,Aleksa Stanković,Jungle,Europe,rs,VVT
Unho1y,Alexander Sevostianov,Ad Carry,CIS (Commonwealth of Independent States),ua,VVT
LeX,Alexei Chitac,Ad Carry,CIS (Commonwealth of Independent States),md,Vega
Edward,Edward Abgaryan,Support,Europe,am,Vega
Blasting,Daniel Kudrin,Ad Carry,CIS (Commonwealth of Independent States),lv,VP
FIRees,Ivan Silantiev,Top,CIS (Commonwealth of Independent States),ru,Gambit.CIS
Diamondprox,Danil Reshetnikov,Jungle,CIS (Commonwealth of Independent States),ru,Gambit.CIS
zoiren,Michal Zíka,Mid,Europe,cz,Gambit.CIS
NikSar,Valentin Zimakov,Ad Carry,CIS (Commonwealth of Independent States),ru,Gambit.CIS
Xavieles,Vilius Baltušis,Support,Europe,lt,Gambit.CIS
Archie2b,Vyacheslav Egorov,Support,CIS (Commonwealth of Independent States),ru,Gambit.CIS
Smurf (Dmitri Ivanov),Dmitri Ivanov,Top,CIS (Commonwealth of Independent States),ru,M19 Team
PvPStejos,Alexander Glazkov,Jungle,CIS (Commonwealth of Independent States),ua,M19 Team
Kira,Mykhailo Harmash,Mid,CIS (Commonwealth of Independent States),ua,M19 Team
VincentVega,Egor Medvedev,Ad Carry,CIS (Commonwealth of Independent States),ru,M19 Team
Likkrit,Kirill Malofeyev,Support,CIS (Commonwealth of Independent States),ru,M19 Team
Zvene,Simon Svensson,Top,Europe,se,Natus Vincere.CIS
Gumbo,Ruslan Pozdniakov,Jungle,CIS (Commonwealth of Independent States),ru,Natus Vincere.CIS
niQ,Sebastian Robak,Mid,Europe,pl,Natus Vincere.CIS
aMiracle,Vladislav Scherbina,Ad Carry,CIS (Commonwealth of Independent States),ua,Natus Vincere.CIS
Skash,Arthur Ermolaev,Support,CIS (Commonwealth of Independent States),ru,Natus Vincere.CIS
Charger1,Оleg Zhuravlyov,Top,CIS (Commonwealth of Independent States),ru,RoX CIS 
Mess,Oleg Kohanyuk,Unknown,CIS (Commonwealth of Independent States),ru,RoX CIS 
Punisher (Nikita Lavrinov),Nikita Lavrinov,Jungle,CIS (Commonwealth of Independent States),ru,RoX CIS 
DiscotEkka,Anton Shestakov,Unknown,CIS (Commonwealth of Independent States),ru,RoX CIS 
Ritix,Rytis Lekstutis,Ad Carry,Europe,lt,RoX CIS 
Raxxo,Oskar Bazydło,Support,Europe,pl,RoX CIS 
BOSS (Vladislav Fomin),Vladislav Fomin,Top,CIS (Commonwealth of Independent States),ru,Team Just Alpha
SaDJesteRRR,Yevgeny Starosvetskiy,Jungle,CIS (Commonwealth of Independent States),ru,Team Just Alpha
Marker,Mark Dyakov,Mid,CIS (Commonwealth of Independent States),ru,Team Just Alpha
pooh (Emil Aliev),Emil Aliev,Ad Carry,CIS (Commonwealth of Independent States),ru,Team Just Alpha
Jestkui Max,Maksim Filipenko,Support,CIS (Commonwealth of Independent States),ru,Team Just Alpha
DoubleAiM,Aleksa Stanković,Jungle,Europe,rs,Vaevictis eSports
Lukezy,Luka Trumbić,Mid,Europe,hr,Vaevictis eSports
Dimonko,Dmitrii Korovushkin,Support,CIS (Commonwealth of Independent States),ru,Vaevictis eSports
NoNholy,Alexandr Ovchinnikov,Top,CIS (Commonwealth of Independent States),ru,Vega Squadron
Zanzarah,Nikolay Akatov,Jungle,CIS (Commonwealth of Independent States),ru,Vega Squadron
Drobovik123,Evgeny Belousov,Mid,CIS (Commonwealth of Independent States),ru,Vega Squadron
LeX,Alexei Chitac,Ad Carry,CIS (Commonwealth of Independent States),md,Vega Squadron
Edward,Edward Abgaryan,Support,Europe,am,Vega Squadron
Blasting,Daniel Kudrin,Ad Carry,CIS (Commonwealth of Independent States),lv,Virtus.pro
Smurf (Dmitri Ivanov),Dmitri Ivanov,Top,CIS (Commonwealth of Independent States),ru,ANX
PvPStejos,Alexander Glazkov,Jungle,CIS (Commonwealth of Independent States),ua,ANX
Kira,Mykhailo Harmash,Mid,CIS (Commonwealth of Independent States),ua,ANX
aMiracle,Vladislav Scherbina,Ad Carry,CIS (Commonwealth of Independent States),ua,ANX
Likkrit,Kirill Malofeyev,Support,CIS (Commonwealth of Independent States),ru,ANX
Doxy,Rafael Adl Zarabi,Top,Europe,denmark,NV.CIS
Zanzarah,Ilya Melkumov,Jungle,CIS (Commonwealth of Independent States),ru,NV.CIS
Saulius,Saulius Lukošius,Mid,Europe,lt,NV.CIS
VincentVega,Egor Medvedev,Ad Carry,CIS (Commonwealth of Independent States),ru,NV.CIS
FIRees,Ivan Silantiev,Top,CIS (Commonwealth of Independent States),ru,RoX CIS 
DiscotEkka,Anton Shestakov,Mid,CIS (Commonwealth of Independent States),ru,RoX CIS 
NikSar,Valentin Zimakov,Ad Carry,CIS (Commonwealth of Independent States),ru,RoX CIS 
XDSMILEY,Ludvig Granquist,Ad Carry,Europe,se,Vega
Smurf (Dmitri Ivanov),Dmitri Ivanov,Top,CIS (Commonwealth of Independent States),ru,Albus NoX Luna
PvPStejos,Alexander Glazkov,Jungle,CIS (Commonwealth of Independent States),ua,Albus NoX Luna
Kira,Mykhailo Harmash,Mid,CIS (Commonwealth of Independent States),ua,Albus NoX Luna
aMiracle,Vladislav Scherbina,Ad Carry,CIS (Commonwealth of Independent States),ua,Albus NoX Luna
Likkrit,Kirill Malofeyev,Support,CIS (Commonwealth of Independent States),ru,Albus NoX Luna
BloodFenix,Alexander Hallberg,Top,Europe,se,Gambit.CIS
Ippon,Bartosz Dzikowski,Jungle,Europe,pl,Gambit.CIS
Fomko,Anton Fomkin,Mid,CIS (Commonwealth of Independent States),ru,Gambit.CIS
LeX,Alexei Chitac,Ad Carry,CIS (Commonwealth of Independent States),md,Gambit.CIS
Aoi Haru,Kirill Kolupaev,Top,CIS (Commonwealth of Independent States),ru,Natus Vincere.CIS
Doxy,Rafael Adl Zarabi,Unknown,Europe,denmark,Natus Vincere.CIS
Zanzarah,Ilya Melkumov,Jungle,CIS (Commonwealth of Independent States),ru,Natus Vincere.CIS
Saulius,Saulius Lukošius,Mid,Europe,lt,Natus Vincere.CIS
VincentVega,Egor Medvedev,Ad Carry,CIS (Commonwealth of Independent States),ru,Natus Vincere.CIS
Doxy,Rafael Adl Zarabi,Top,Europe,denmark,Natus Vincere.CIS
mumus100,Szépvölgyi Márió,Top,Europe,hu,Team Empire
Tornell,Christoffer Tornell,Top,Europe,se,Team Empire
Symphony,Aleksey Tyunin,Jungle,CIS (Commonwealth of Independent States),ru,Team Empire
Ferit,Ferit Keçelioğlu,Jungle,Europe,france,Team Empire
Svikter,Viktor Lindén,Jungle,Europe,se,Team Empire
Paranoia,Ivan Tipuhov,Mid,CIS (Commonwealth of Independent States),ua,Team Empire
BULBAZABP,Andrey Solokhov,Ad Carry,CIS (Commonwealth of Independent States),ua,Team Empire
SaNTaS,Aleksandr Lifashin,Support,CIS (Commonwealth of Independent States),ru,Team Empire
Antariys,Vladislav Smorodin,Support,CIS (Commonwealth of Independent States),ru,Team Empire
JustNo0b,Yegor Erokhin,Top,CIS (Commonwealth of Independent States),ru,Team Just
Punisher (Nikita Lavrinov),Nikita Lavrinov,Jungle,CIS (Commonwealth of Independent States),ru,Team Just
Marker,Mark Dyakov,Mid,CIS (Commonwealth of Independent States),ru,Team Just
Unstop,Vitaly Pantak,Ad Carry,CIS (Commonwealth of Independent States),ru,Team Just
Mess,Oleg Kohanyuk,Support,CIS (Commonwealth of Independent States),ru,Team Just
Voyna,Alex Halenko,Ad Carry,CIS (Commonwealth of Independent States),ua,Team Just
Stierlitz,Maxim Isaev,Ad Carry,CIS (Commonwealth of Independent States),ru,Team Just
StarForgerZak,Dmitrii Kulkin,Top,CIS (Commonwealth of Independent States),ru,Vaevictis eSports
Piter Pokir,Viktor Pachkunov,Mid,CIS (Commonwealth of Independent States),ru,Vaevictis eSports
Ekd,Sebastian Wikström,Ad Carry,Europe,se,Vaevictis eSports
Bonjour,Kirill Nazarov,Support,CIS (Commonwealth of Independent States),ru,Vaevictis eSports
SaNTaS,Aleksandr Lifashin,Support,CIS (Commonwealth of Independent States),ru,Vaevictis eSports
Tauren,Igor Titov,Ad Carry,CIS (Commonwealth of Independent States),ru,Vega Squadron
Ritix,Rytis Lekstutis,Ad Carry,Europe,lt,Vega Squadron
XDSMILEY,Ludvig Granquist,Ad Carry,Europe,se,Vega Squadron
Smurf (Dmitri Ivanov),Dmitri Ivanov,Top,CIS (Commonwealth of Independent States),ru,HR
PvPStejos,Alexander Glazkov,Jungle,CIS (Commonwealth of Independent States),ua,HR
Kira,Mykhailo Harmash,Mid,CIS (Commonwealth of Independent States),ua,HR
aMiracle,Vladislav Scherbina,Ad Carry,CIS (Commonwealth of Independent States),ua,HR
Likkrit,Kirill Malofeyev,Support,CIS (Commonwealth of Independent States),ru,HR
Zvene,Simon Svensson,Top,Europe,se,Na'Vi.CIS
Zanzarah,Ilya Melkumov,Jungle,CIS (Commonwealth of Independent States),ru,Na'Vi.CIS
Saulius,Saulius Lukošius,Mid,Europe,lt,Na'Vi.CIS
VincentVega,Egor Medvedev,Ad Carry,CIS (Commonwealth of Independent States),ru,Na'Vi.CIS
Skash,Arthur Ermolaev,Support,CIS (Commonwealth of Independent States),ru,Na'Vi.CIS
mumus100,Szépvölgyi Márió,Top,Europe,hu,Empire
Memento,Jonas Elmarghichi,Jungle,Europe,se,Empire
Paranoia,Ivan Tipuhov,Mid,CIS (Commonwealth of Independent States),ua,Empire
BULBAZABP,Andrey Solokhov,Ad Carry,CIS (Commonwealth of Independent States),ua,Empire
SaNTaS,Aleksandr Lifashin,Support,CIS (Commonwealth of Independent States),ru,Empire
Tauren,Igor Titov,Ad Carry,CIS (Commonwealth of Independent States),ru,Vega
WildHeart,Roman Maksimchuk,Support,CIS (Commonwealth of Independent States),ua,Vega
Smurf (Dmitri Ivanov),Dmitri Ivanov,Top,CIS (Commonwealth of Independent States),ru,Hard Random
PvPStejos,Alexander Glazkov,Jungle,CIS (Commonwealth of Independent States),ua,Hard Random
Kira,Mykhailo Harmash,Mid,CIS (Commonwealth of Independent States),ua,Hard Random
aMiracle,Vladislav Scherbina,Ad Carry,CIS (Commonwealth of Independent States),ua,Hard Random
Likkrit,Kirill Malofeyev,Support,CIS (Commonwealth of Independent States),ru,Hard Random
bebe (Friedrich Knaub),Friedrich Knaub,Mid,Europe,kz,RoX CIS 
Arphan,Arphan Omar,Support,Europe,germany,RoX CIS 
SaZeD,Fabian Kehr,Support,Europe,germany,RoX CIS 
h4rdeath,Nikita Bely,Top,CIS (Commonwealth of Independent States),ru,Team Differential
Resu,Sergei Ursulov,Top,CIS (Commonwealth of Independent States),ua,Team Differential
Punisher (Nikita Lavrinov),Nikita Lavrinov,Jungle,CIS (Commonwealth of Independent States),ru,Team Differential
Flashy,Yury Shilenkov,Mid,CIS (Commonwealth of Independent States),ru,Team Differential
dayruin,Boris Sherbakov,Ad Carry,CIS (Commonwealth of Independent States),ru,Team Differential
Gemp,Igor Aksenov,Support,CIS (Commonwealth of Independent States),ru,Team Differential
JustNo0b,Yegor Erokhin,Top,CIS (Commonwealth of Independent States),ru,Team Differential
Memento,Jonas Elmarghichi,Jungle,Europe,se,Team Empire
Gimliques,Roman Generalov,Top,CIS (Commonwealth of Independent States),ru,Team Just
Neiman,Sergey Lashevskiy,Jungle,CIS (Commonwealth of Independent States),ru,Team Just
kimi (Ilja Kolosov),Ilja Kolosov,Jungle,Europe,lv,Team Just
Blasting,Daniel Kudrin,Ad Carry,Europe,lv,Team Just
Antariys,Vladislav Smorodin,Support,CIS (Commonwealth of Independent States),ru,Team Just
Symphony,Aleksey Tyunin,Jungle,CIS (Commonwealth of Independent States),ru,Vaevictis eSports
Raxxo,Oskar Bazydło,Support,Europe,pl,Vaevictis eSports
Clover,Nikita Kornjuhin,Top,CIS (Commonwealth of Independent States),ru,
Rein,Artem Zenyan,Jungle,CIS (Commonwealth of Independent States),ru,
PekiDo,Zhenya Moskalenko,Mid,CIS (Commonwealth of Independent States),ua,
Unho1y,Alexander Sevostianov,Ad Carry,CIS (Commonwealth of Independent States),ua,
WildHeart,Roman Maksimchuk,Support,CIS (Commonwealth of Independent States),ua,
Charger1,Оleg Zhuravlyov,Top,CIS (Commonwealth of Independent States),ru,
Finita,Grigory Birin,Jungle,CIS (Commonwealth of Independent States),by,
Jester,David Ta,Mid,Europe,france,
Dreamsu,Joffrey Livet,Ad Carry,Europe,france,
SimSin,Vladislav Samokha,Support,CIS (Commonwealth of Independent States),ru,
Resu,Sergei Ursulov,Top,CIS (Commonwealth of Independent States),ua,Comanche
itsCORTEZ,Ilya Pigulev,Jungle,CIS (Commonwealth of Independent States),ua,Comanche
I am John,Ivan Berezin,Mid,CIS (Commonwealth of Independent States),ua,Comanche
Pirozhok,Nikita Medvedev,Ad Carry,CIS (Commonwealth of Independent States),ru,Comanche
Dizzy (Ilya Mikhaylenko),Ilya Mikhaylenko,Support,CIS (Commonwealth of Independent States),ru,Comanche
Gimliques,Roman Generalov,Top,CIS (Commonwealth of Independent States),ru,Salary
DimaJke,Dmitrii Gushcha,Jungle,CIS (Commonwealth of Independent States),ru,Salary
Maxim (Maxim Tarasov),Maxim Tarasov,Mid,CIS (Commonwealth of Independent States),ru,Salary
NikSar,Valentin Zimakov,Ad Carry,CIS (Commonwealth of Independent States),ru,Salary
FIRees,Ivan Silantiev,Support,CIS (Commonwealth of Independent States),ru,Salary
Dark Solece,Dmitrii Nikelʹ,Top,CIS (Commonwealth of Independent States),ru,VAE
Ippon,Bartosz Dzikowski,Jungle,Europe,pl,VAE
Lukezy,Luka Trumbić,Mid,Europe,hr,VAE
LeX,Alexei Chitac,Ad Carry,CIS (Commonwealth of Independent States),md,VAE
Dimonko,Dmitrii Korovushkin,Support,CIS (Commonwealth of Independent States),ru,VAE
Gimliques,Roman Generalov,Top,CIS (Commonwealth of Independent States),ru,EPG
IIeHTaJlruH,Maksim Tarasov,Mid,CIS (Commonwealth of Independent States),ru,EPG
NikSar,Valentin Zimakov,Ad Carry,CIS (Commonwealth of Independent States),ru,EPG
Raxxo,Oskar Bazydło,Support,Europe,pl,EPG
Antariys,Vladislav Smorodin,Top,CIS (Commonwealth of Independent States),ru,RoX CIS 
Bwipo,Gabriël Rau,Unknown,Europe,belgium,RoX CIS 
Charger1,Оleg Zhuravlyov,Top,CIS (Commonwealth of Independent States),ru,Tricksters
Ippon,Bartosz Dzikowski,Jungle,Europe,pl,Tricksters
Milica,Aljoša Kovandžić,Mid,Europe,rs,Tricksters
LeX,Alexei Chitac,Ad Carry,CIS (Commonwealth of Independent States),md,Tricksters
Dimonko,Dmitrii Korovushkin,Support,CIS (Commonwealth of Independent States),ru,Tricksters
BloodFenix,Alexander Hallberg,Top,Europe,se,Dolphins
Zanzarah,Ilya Melkumov,Jungle,CIS (Commonwealth of Independent States),ru,Dolphins
Piter Pokir,Viktor Pachkunov,Mid,CIS (Commonwealth of Independent States),ru,Dolphins
Tauren,Igor Titov,Ad Carry,CIS (Commonwealth of Independent States),ru,Dolphins
Bonjour,Kirill Nazarov,Support,CIS (Commonwealth of Independent States),ru,Dolphins
Gumbo,Ruslan Pozdniakov,Jungle,CIS (Commonwealth of Independent States),ru,NV.CIS
niQ,Sebastian Robak,Mid,Europe,pl,NV.CIS
Finn,Finn Wiestål,Top,Europe,se,Empire
Pyrex,Aleksandr Stepanenko,Jungle,CIS (Commonwealth of Independent States),ua,Empire
SpArkS (Paris Outsis-Dimitriadis),Paris Outsis-Dimitriadis,Mid,Europe,gr,Empire
Kinzu,Vladyslav Belokon,Ad Carry,CIS (Commonwealth of Independent States),ua,Empire
Antariys,Vladislav Smorodin,Support,CIS (Commonwealth of Independent States),ru,Empire
Grosse,Igor Grigoriev,Mid,CIS (Commonwealth of Independent States),ru,Team Just Alpha
Clover,Nikita Kornjuhin,Top,CIS (Commonwealth of Independent States),ru,Vaevictis Syndicate
Kreox,Ilya Grom,Jungle,CIS (Commonwealth of Independent States),ru,Vaevictis Syndicate
Nomanz,Lev Yakshin,Mid,CIS (Commonwealth of Independent States),ru,Vaevictis Syndicate
Djess,Nikita Klishin,Ad Carry,CIS (Commonwealth of Independent States),ru,Vaevictis Syndicate
Support main,Vladimir Rotan,Support,CIS (Commonwealth of Independent States),ru,Vaevictis Syndicate
Diamondprox,Danil Reshetnikov,Jungle,Europe,ru,Gambit.CIS
Dark Solece,Dmitrii Nikelʹ,Top,CIS (Commonwealth of Independent States),ru,Might Makes Right
Anechek,Dmitriy Anenko,Jungle,CIS (Commonwealth of Independent States),ua,Might Makes Right
Ferrari430,Maxim Bogomaz,Mid,CIS (Commonwealth of Independent States),ua,Might Makes Right
Dyplodoc,Vladislav Zubkov,Ad Carry,CIS (Commonwealth of Independent States),ua,Might Makes Right
Viy,Dmitry Grebeniuk,Support,CIS (Commonwealth of Independent States),ru,Might Makes Right
Nickwu,Nicholas Wu Smith,Top,Unknown/None,united states,col
Lautemortis,Tyler Nicholls,Jungle,Unknown/None,united states,col
Chuuper,Samuel Chu,Mid,Unknown/None,united states,col
pr0lly,Neil Hammad,Mid,Unknown/None,united states,col
brunch Ü,Josh Abrantes,Ad Carry,Unknown/None,united states,col
M eye A,Abe Nguyen,Support,Unknown/None,united states,col
HotshotGG,George Georgallidis,Unknown,Unknown/None,canada,clg
Chauster,Steve Chau,Jungle,Unknown/None,united states,clg
Link,Austin Shin,Unknown,Unknown/None,united states,clg
bigfatlp,Michael Tang,Mid,Unknown/None,canada,clg
Doublelift,"Yiliang ""Peter"" Peng",Ad Carry,Unknown/None,united states,clg
Aphromoo,Zaqueri Black,Support,Unknown/None,united states,clg
Voyboy,Joedat Esfahani,Top,Unknown/None,united states,crs
Saintvicious,Brandon DiMarco,Jungle,Unknown/None,united states,crs
NyJacky,"Chenglong ""Jacky"" Wang",Mid,Unknown/None,china,crs
Cop,David Roberson,Ad Carry,Unknown/None,united states,crs
Elementz,Cody Sigfusson,Support,Unknown/None,canada,crs
ZionSpartan,Darshan Upadhyaya,Unknown,Unknown/None,canada,ggu
Fat,Brian Cao,Top,Unknown/None,canada,ggu
NintendudeX,Joshua Atkins,Jungle,Unknown/None,united states,ggu
Shiphtur,Danny Le,Mid,Unknown/None,canada,ggu
Jintae,Justin Dinh,Mid,Unknown/None,united states,ggu
DontMashMe,Brandon Phan,Ad Carry,Unknown/None,canada,ggu
I am Anjo,Angelo Joshua Cortez,Support,Unknown/None,united states,ggu
BloodWater,Lyubomir Spasov,Support,Unknown/None,bg,ggu
Daydreamin,Miles Hoard,Support,Unknown/None,united states,ggu
KiWiKiD,Alan Nguyen,Top,Unknown/None,united states,dignitas
Crumbz,Alberto Rengifo,Jungle,Unknown/None,ve,dignitas
DJ LAMBO,David Jeong,Jungle,Unknown/None,united states,dignitas
scarra,William Li,Mid,Unknown/None,united states,dignitas
imaqtpie,Michael Santana,Ad Carry,Unknown/None,united states,dignitas
Patoy,Jordan Blackburn,Support,Unknown/None,united states,dignitas
MegaZero,Patrick Glinsman,Top,Unknown/None,united states,mrn
ClakeyD,Clark Douglas Smith,Jungle,Unknown/None,united states,mrn
ecco,Tyler Spesick,Mid,Unknown/None,united states,mrn
Nientonsoh,Zachary Malhas,Unknown,Unknown/None,united states,mrn
Heartbeat,"Sungmoo ""Peter"" Lim (임성무)",Unknown,Unknown/None,south korea,mrn
Nysyli,Michael Tribble,Ad Carry,Unknown/None,united states,mrn
AtomicN,Dylan Newton,Support,Unknown/None,united states,mrn
Dyrus,Marcus Hill,Top,Unknown/None,united states,tsm
TheOddOne,Brian Wyllie,Jungle,Unknown/None,canada,tsm
Reginald,Andy Dinh,Mid,Unknown/None,united states,tsm
Chaox,Shan Huang,Ad Carry,Unknown/None,china,tsm
WildTurtle,Jason Tran,Ad Carry,Unknown/None,canada,tsm
Xpecial,Alex Chu (朱啓恩),Support,Unknown/None,united states,tsm
Sycho Sid,Benny Hung,Top,Unknown/None,united states,vulcun
Xmithie,Jake Kevin Puchero,Jungle,Unknown/None,ph,vulcun
mancloud,Zachary Allan Hoschar,Mid,Unknown/None,united states,vulcun
Zuna,Christopher Buechter,Ad Carry,Unknown/None,united states,vulcun
Muffinqt,Jacob Lowry,Support,Unknown/None,united states,vulcun
BloodWater,Lyubomir Spasov,Support,Unknown/None,bg,vulcun
HotshotGG,George Georgallidis,Top,Unknown/None,canada,CLG
Chauster,Steve Chau,Jungle,Unknown/None,united states,CLG
Link,Austin Shin,Mid,Unknown/None,united states,CLG
Doublelift,"Yiliang ""Peter"" Peng",Ad Carry,Unknown/None,united states,CLG
Aphromoo,Zaqueri Black,Support,Unknown/None,united states,CLG
ZionSpartan,Darshan Upadhyaya,Top,Unknown/None,canada,GGU
NintendudeX,Joshua Atkins,Jungle,Unknown/None,united states,GGU
Jintae,Justin Dinh,Mid,Unknown/None,united states,GGU
DontMashMe,Brandon Phan,Ad Carry,Unknown/None,canada,GGU
Daydreamin,Miles Hoard,Support,Unknown/None,united states,GGU
Voyboy,Joedat Esfahani,Top,Unknown/None,united states,CRS
Saintvicious,Brandon DiMarco,Jungle,Unknown/None,united states,CRS
NyJacky,"Chenglong ""Jacky"" Wang",Mid,Unknown/None,china,CRS
Cop,David Roberson,Ad Carry,Unknown/None,united states,CRS
Rhux,Keenan Santos,Support,Unknown/None,united states,CRS
KiWiKiD,Alan Nguyen,Top,Unknown/None,united states,DIG
Crumbz,Alberto Rengifo,Jungle,Unknown/None,ve,DIG
scarra,William Li,Mid,Unknown/None,united states,DIG
imaqtpie,Michael Santana,Ad Carry,Unknown/None,united states,DIG
Patoy,Jordan Blackburn,Support,Unknown/None,united states,DIG
Dyrus,Marcus Hill,Top,Unknown/None,united states,TSM
TheOddOne,Brian Wyllie,Jungle,Unknown/None,canada,TSM
Reginald,Andy Dinh,Mid,Unknown/None,united states,TSM
WildTurtle,Jason Tran,Ad Carry,Unknown/None,canada,TSM
Xpecial,Alex Chu (朱啓恩),Support,Unknown/None,united states,TSM
Sycho Sid,Benny Hung,Top,Unknown/None,united states,V
Xmithie,Jake Kevin Puchero,Jungle,Unknown/None,ph,V
mancloud,Zachary Allan Hoschar,Mid,Unknown/None,united states,V
Zuna,Christopher Buechter,Ad Carry,Unknown/None,united states,V
BloodWater,Lyubomir Spasov,Support,Unknown/None,bg,V
Cruzer,Cruz Ogden,Top,Unknown/None,united states,Azure Cats
Draguner,Paul Pham,Jungle,Unknown/None,canada,Azure Cats
bigfatlp,Michael Tang,Mid,Unknown/None,canada,Azure Cats
Demunlul,Jonathan McCulloch,Ad Carry,Unknown/None,united states,Azure Cats
Obituarist,Brandon Kuta,Support,Unknown/None,united states,Azure Cats
Nickwu,Nicholas Wu Smith,Top,Unknown/None,united states,COL
Lautemortis,Tyler Nicholls,Jungle,Unknown/None,united states,COL
pr0lly,Neil Hammad,Mid,Unknown/None,united states,COL
Chuuper,Samuel Chu,Ad Carry,Unknown/None,united states,COL
M eye A,Abe Nguyen,Support,Unknown/None,united states,COL
InnoX,Tyson Kapler,Top,Unknown/None,canada,DoubleBuff
