gamer_tag,full_name,role,residency,country,team
Moopz,Amaury Minguerche,Support,Europe,belgium,LDLC
Airwaks,Karim Benghalia,Jungle,Europe,ch,LDLC
Woolite,Paweł Pruski,Ad Carry,Europe,pl,Kinguin
Sebekx,Sebastian Smejkal,Mid,Europe,pl,Kinguin
Visdom,Benjamin Ruberg Larsen,Support,Europe,denmark,Kinguin
Flaxxish,Olof Medin,Top,Europe,se,Kinguin
Dan (Daniel Hockley),Daniel Hockley,Jungle,Europe,united kingdom,Kinguin
Taikki,Arttu Sirkka,Jungle,Europe,fi,Tricked
P1noy,Kristoffer Pedersen,Ad Carry,Europe,denmark,Tricked
Atom (Peter Thomsen),Peter Thomsen,Top,Europe,denmark,Tricked
Godbro,Dan Van Vo,Mid,Europe,denmark,Tricked
Wendelbo,Daniel Ernst Wendelbo,Support,Europe,denmark,Tricked
SRH,Marcel Wiederhofer,Mid,Europe,at,Wind and Rain
Quixeth,August Skarsfjord,Support,Europe,no,Wind and Rain
DarkSide,Alejandro Oyonate,Ad Carry,Europe,es,Wind and Rain
Dan Dan,Danny Le Comte,Top,Europe,es,Wind and Rain
xani,Nikola Zrinjski,Jungle,Europe,hr,Wind and Rain
Joo (João Pereira),João Pereira,Support,Europe,pt,Giants
DarkSide,Alejandro Oyonate,Ad Carry,Europe,es,OR
Neon (Matúš Jakubčík),Matúš Jakubčík,Ad Carry,Europe,sk,OR
SRH,Marcel Wiederhofer,Mid,Europe,at,OR
SevenArmy,Jan Fragstein,Jungle,Europe,germany,OR
xani,Nikola Zrinjski,Jungle,Europe,hr,OR
Dan Dan,Danny Le Comte,Top,Europe,es,OR
Quixeth,August Skarsfjord,Support,Europe,no,OR
Iluzjonist,Ireneusz Opaliński,Support,Europe,pl,OR
Noxiak,Lewis Simon Felix,Support,Europe,germany,PSG
Satorius,Max Günther,Top,Europe,germany,PSG
Nardeus,Tomáš Maršálek,Ad Carry,Europe,cz,PSG
Klaj,Johan Olsson,Support,Europe,se,PSG
Thal,Park Kwon-hyuk (박권혁),Top,South Korea,south korea,RB
Sedrion,Tarik Holz,Ad Carry,Europe,germany,RB
MagiFelix,Felix Boström,Mid,Europe,se,RB
Moojin,Kim Moo-jin (김무진),Jungle,South Korea,south korea,RB
kaSing,Raymond Tsang,Support,Europe,united kingdom,RB
Larssen,Emil Larsson,Mid,Europe,se,WAR
Dan (Daniel Hockley),Daniel Hockley,Jungle,Europe,united kingdom,WAR
AoD,Baltat Alin-Ciprian,Support,Europe,ro,WAR
Kakan,Elias Edlund,Mid,Europe,se,WAR
Quixeth,August Skarsfjord,Support,Europe,no,WAR
Jwaow,Jesper Strandgren,Top,Europe,se,WAR
DarkSide,Alejandro Oyonate,Ad Carry,Europe,es,WAR
Woolite,Paweł Pruski,Ad Carry,Europe,pl,WAR
Arin1,Arin Ali,Top,Europe,fi,WAR
Shlatan,Lucjan Ahmad,Jungle,Europe,pl,Crvena zvezda Esports
Marrow Ooze,Luka Cvetković,Mid,Europe,rs,Crvena zvezda Esports
goIdento4st,Valmir Fejzullahu,Ad Carry,Europe,mk,Crvena zvezda Esports
Cl0x,Mladen Mitić,Support,Europe,rs,Crvena zvezda Esports
Quinncidence,Markus Tobin,Top,Europe,se,Crvena zvezda Esports
Tasz,Mateusz Borkowski,Coach,Europe,pl,Crvena zvezda Esports
Lucker,Damian Konefał,Ad Carry,Europe,pl,devils.one
Hatchy,Adrian Widera,Coach,Europe,pl,devils.one
Matislaw,Mateusz Zagórski,Mid,Europe,pl,devils.one
Erdote,Robert Nowak,Support,Europe,pl,devils.one
Cinkrof,Jakub Rokicki,Jungle,Europe,pl,devils.one
Agresivoo,Tobiasz Ciba,Top,Europe,pl,devils.one
Kroghsen,Daniel Krogh,Mid,Europe,denmark,Diabolus Esports
Hansen,Bjørn-Vegar Hansen,Coach,Europe,no,Diabolus Esports
Yusa,Jo Cortez,Ad Carry,Europe,united kingdom,Diabolus Esports
Munckizz,Christian Munck,Jungle,Europe,denmark,Diabolus Esports
Hadow,Mantas Sukevičius,Support,Europe,lt,Diabolus Esports
Kerberos,Kallon Ram,Top,Europe,united kingdom,Diabolus Esports
Samux,Samuel Fernández Fort,Ad Carry,Europe,es,MAD Lions E.C.
bluerzor,Subicz Dániel,Jungle,Europe,hu,MAD Lions E.C.
Yoppa,Pavle Kostić,Top,Europe,rs,MAD Lions E.C.
Pretty,Prodromos Kevezitidis,Mid,Europe,gr,MAD Lions E.C.
Falco (Jesús Pérez),Jesús Pérez,Support,Europe,es,MAD Lions E.C.
Araneae,Alvar Martín Aleñar,Coach,Europe,es,MAD Lions E.C.
Neon (Matúš Jakubčík),Matúš Jakubčík,Ad Carry,Europe,sk,Misfits Premier
Jesiz,Jesse Le,Coach,Europe,denmark,Misfits Premier
LIDER,Adam Ilyasov,Mid,Europe,no,Misfits Premier
Dan Dan,Danny Le Comte,Top,Europe,es,Misfits Premier
Obsess,Patrick Engelmann,Jungle,Europe,germany,Misfits Premier
Hiiva,Aleksi Kaikkonen,Support,Europe,fi,Misfits Premier
ATL,Aleksanteri Leinonen,Coach,Europe,fi,NYYRIKKI White
Dexui,Jani Hernesniemi,Jungle,Europe,fi,NYYRIKKI White
Selfway,Jere Oikarinen,Support,Europe,fi,NYYRIKKI White
Yameru,Elias Jalonen,Mid,Europe,fi,NYYRIKKI White
StenBosse,Stass Skopin,Top,Europe,se,NYYRIKKI White
Kenapil,Václav Maxa,Jungle,Europe,cz,NYYRIKKI White
Azitor,Alex Kanerva,Ad Carry,Europe,fi,NYYRIKKI White
Tiara,Ilmo Rapeli,Support,Europe,fi,NYYRIKKI White
Sacre,Toni Sabalić,Top,Europe,hr,SK Gaming Prime
Phrenic,Gerrit Stukemeier,Jungle,Europe,germany,SK Gaming Prime
Doss,Mads Schwartz,Support,Europe,denmark,SK Gaming Prime
Jenax,Janik Bartels,Mid,Europe,germany,SK Gaming Prime
Keduii,Tim Willers,Ad Carry,Europe,germany,SK Gaming Prime
Kanani,Lamine-Lounis Khouani,Coach,Europe,dz,SK Gaming Prime
Jejky,David Jakubec,Jungle,Europe,cz,AS Trenčín esports
Kocourek,Sebastián Vrzák,Coach,Europe,cz,AS Trenčín esports
Charca,Tibor Charčenko,Ad Carry,Europe,cz,AS Trenčín esports
Dread (Jan Hrbáč),Jan Hrbáč,Mid,Europe,cz,AS Trenčín esports
Wondro,Ondrej Kenda,Top,Europe,sk,AS Trenčín esports
Vasked,Václav Benda,Support,Europe,cz,AS Trenčín esports
SirNukesAlot,Risto Luuri,Support,Europe,ee,Berlin International Gaming
Arvindir,Danusch Fischer,Coach,Europe,germany,Berlin International Gaming
ZaZee,Dirk Mallner,Mid,Europe,germany,Berlin International Gaming
WhiteKnight108,Matti Sormunen,Top,Europe,fi,Berlin International Gaming
Don Arts,Finn-Lukas Salomon,Jungle,Europe,germany,Berlin International Gaming
Carzzy,Matyáš Orság,Ad Carry,Europe,cz,Berlin International Gaming
Cristo,Cristofaro Di Maggio,Coach,Europe,italy,Campus Party Sparks
Cospect,Janar Mändsalu,Support,Europe,ee,Campus Party Sparks
Acidy,Markus Käpp,Top,Europe,ee,Campus Party Sparks
Librid,Nikita Frunza,Mid,Europe,ro,Campus Party Sparks
Rawbin IV,Robin Eggenberger,Jungle,Europe,se,Campus Party Sparks
Endz,Lauri Tarkus,Ad Carry,Europe,ee,Campus Party Sparks
Alois,Alois Nelissen,Top,Europe,netherlands,Defusekids
Chapapi,Randy van den Bemt,Mid,Europe,netherlands,Defusekids
Hades (Maik Jonker),Maik Jonker,Jungle,Europe,netherlands,Defusekids
Kitty,Sander Everink,Ad Carry,Europe,netherlands,Defusekids
Jigly,Sander Schipper,Coach,Europe,netherlands,Defusekids
Kaas,Christophe van Oudheusden,Support,Europe,belgium,Defusekids
MoSiTing,Chris Würger,Coach,Europe,germany,eNsure
zoir,Michal Zíka,Mid,Europe,cz,eNsure
Xavieles,Vilius Baltušis,Support,Europe,lt,eNsure
ChosenOne,Algirdas Gricius,Top,Europe,lt,eNsure
Agentas,Deivydas Plikaitis,Jungle,Europe,lt,eNsure
Yashiro,Eimantas Šniukas,Ad Carry,Europe,lt,eNsure
Prosfair,Tom Willis,Support,Europe,united kingdom,Fnatic Rising
Jandro,Alejandro Fernández-Valdés,Coach,Europe,es,Fnatic Rising
MagiFelix,Felix Boström,Mid,Europe,se,Fnatic Rising
Dan (Daniel Hockley),Daniel Hockley,Jungle,Europe,united kingdom,Fnatic Rising
Shikari,Jordan Pointon,Top,Europe,united kingdom,Fnatic Rising
xMatty,Matthew Coombs,Ad Carry,Europe,united kingdom,Fnatic Rising
Targamas,Raphaël Crabbé,Support,Europe,belgium,Fnatic Rising
Afm,André Martins,Ad Carry,Europe,pt,For The Win Esports
Crusher,Gonçalo Brandão,Coach,Europe,pt,For The Win Esports
Xaky,Marcos Letras,Mid,Europe,pt,For The Win Esports
Plasma,Pedro Ribeiro,Support,Europe,pt,For The Win Esports
Frozen (Tiago Tavares),Tiago Tavares,Top,Europe,pt,For The Win Esports
Own3r,Tiago Mendes,Jungle,Europe,pt,For The Win Esports
Bananitoo,Νikolaos Fakis,Ad Carry,Europe,gr,Future Perfect WLGaming
Delitto,Alexandros Karalis,Top,Europe,gr,Future Perfect WLGaming
Ferakton,Marcello Passuti,Coach,Europe,italy,Future Perfect WLGaming
Labrov,Labros Papoutsakis,Support,Europe,gr,Future Perfect WLGaming
behave,Marcin Pawlak,Jungle,Europe,pl,Future Perfect WLGaming
Von (Dimitris Bakiris),Dimitris Bakiris,Mid,Europe,gr,Future Perfect WLGaming
Palens,Antonio Palencia,Top,Europe,es,MAD Lions E.C.
Turanaga,Borislav Botev,Support,Europe,bg,Random 5
EdinPriqtel,Dimitar Piskov,Coach,Europe,bg,Random 5
Spooky (Miroslav Gochev),Miroslav Gochev,Jungle,Europe,bg,Random 5
vzz,Teodor Cholakov,Ad Carry,Europe,bg,Random 5
Lmzs,Iliya Rajgev,Mid,Europe,bg,Random 5
LUBEEENZZZ,Lyuben Hadzhiev,Top,Europe,bg,Random 5
Finn,Finn Wiestål,Top,Europe,se,Rogue Esports Club
Inspired,Kacper Słoma,Jungle,Europe,pl,Rogue Esports Club
Larssen,Emil Larsson,Mid,Europe,se,Rogue Esports Club
Vander,Oskar Bogdan,Support,Europe,pl,Rogue Esports Club
Blumigan,Marcus Blom,Coach,Europe,se,Rogue Esports Club
Woolite,Paweł Pruski,Ad Carry,Europe,pl,Rogue Esports Club
Freeze,Aleš Kněžínek,Ad Carry,Europe,cz,Splyce Vipers
Sharp (Anders Lilleengen),Anders Lillengen,Jungle,Europe,no,Splyce Vipers
Prime (Olivier Payet),Olivier Payet,Support,Europe,france,Splyce Vipers
Tierwulf,Sebastián Mateluna,Jungle,Latin America,cl,Splyce Vipers
Zen (Timotej Štempihar),Timotej Štempihar,Coach,Europe,si,Splyce Vipers
Orome,Andrei Popa,Top,Europe,ro,Splyce Vipers
Hatrixx,Jørgen Elgåen,Mid,Europe,no,Splyce Vipers
Comp,Markos Stamkopoulos,Ad Carry,Europe,gr,Team-LDLC
Yellowstar,Bora Kim,Coach,Europe,france,Team-LDLC
HiRit,Shin Tae-min (신태민),Top,South Korea,south korea,Team-LDLC
Djoko,Charly Guillard,Jungle,Europe,france,Team-LDLC
Steeelback,Pierre Medjaldi,Support,Europe,france,Team-LDLC
P1noy,Kristoffer Pedersen,Ad Carry,Europe,denmark,Ventus Esports
Viking,Anton Andersson,Jungle,Europe,se,Ventus Esports
xPriskornet,Marcus Vittrup Priskorn,Mid,Europe,denmark,Ventus Esports
proxeYY,Marin Vlahović,Ad Carry,Europe,hr,Ventus Esports
Sleeping,Christian Tiensuu,Top,Europe,fi,Ventus Esports
Quixeth,August Skarsfjord,Coach/Support,Europe,no,Ventus Esports
chopsteek,Nikola Mihailović,Ad Carry,Europe,rs,ASUS ROG ELITE
Goshuujinn,Dor Iluz,Ad Carry,Unknown/None,il,ASUS ROG ELITE
ColamaxGG,Atila Dudaš,Jungle,Europe,rs,ASUS ROG ELITE
TasteLess,Igor Radusinović,Support,Europe,rs,ASUS ROG ELITE
zoir,Michal Zíka,Mid,Europe,cz,ASUS ROG ELITE
Darkrai1,Bruno Ivančić,Top,Europe,hr,ASUS ROG ELITE
Labrov,Labros Papoutsakis,Support,Europe,gr,Berlin International Gaming
Special,Joran Scheffer,Mid,Europe,netherlands,Excel UK
Taxer,Christian Vendelbo,Jungle,Europe,denmark,Excel UK
Hjarnan,Petter Freyschuss,Ad Carry,Europe,se,Excel UK
Timkiro,Tim Cho,Coach,North America,canada,Excel UK
kaSing,Raymond Tsang,Support,Europe,united kingdom,Excel UK
Send0o,Rosendo Fuentes,Top,Europe,es,Excel UK
Skeden,Theodor Nagelkerke,Jungle,Europe,se,FALKN
ATL,Aleksanteri Leinonen,Coach,Europe,finland,FALKN
Kryze,Felix Hellström,Top,Europe,se,FALKN
Namex,Mikael Axelsson,Ad Carry,Europe,se,FALKN
Grisen,Emil Brouwer,Support,Europe,denmark,FALKN
Darkness,Rok Tekavec,Mid,Europe,si,FALKN
Roison,Michał Dubiel,Mid,Europe,pl,Origen BCN
Szygenda,Mathias Jensen,Top,Europe,denmark,Origen BCN
Venzer,Alexander Kostadinov,Ad Carry,Europe,bg,Origen BCN
Homicidam,Adrián Moldes,Support,Europe,es,Origen BCN
AoD,Baltat Alin-Ciprian,Coach,Europe,ro,Origen BCN
Zanzarah,Nikolay Akatov,Jungle,CIS (Commonwealth of Independent States),ru,Origen BCN
Raxxo,Oskar Bazydło,Support,Europe,pl,Rogue Esports Club
Selfie,Marcin Wolski,Mid,Europe,pl,Rogue Esports Club
HeaQ,Martin Kordmaa,Ad Carry,Europe,ee,Rogue Esports Club
IceBeasto,Marcin Lebuda,Top,Europe,pl,Rogue Esports Club
behave,Marcin Pawlak,Jungle,Europe,pl,Rogue Esports Club
nRated,Christoph Seitz,Coach,Europe,germany,Rogue Esports Club
Skeanz,Duncan Marquet,Jungle,Europe,france,Vitality.Bee
Trayton,Jean Medzadourian,Support,Europe,france,Vitality.Bee
Toaster,Augustas Ruplys,Ad Carry,Europe,lt,Vitality.Bee
xani,Nikola Zrinjski,Coach,Europe,croatia,Vitality.Bee
Shemek,Damien Soulagnet,Top,Europe,france,Vitality.Bee
Saken,Lucas Fayard,Mid,Europe,france,Vitality.Bee
Arvindir,Danusch Fischer,Coach,Europe,germany,BIG
Carzzy,Matyáš Orság,Ad Carry,Europe,cz,BIG
WhiteKnight108,Matti Sormunen,Top,Europe,fi,BIG
Don Arts,Finn-Lukas Salomon,Jungle,Europe,germany,BIG
Labrov,Labros Papoutsakis,Support,Europe,gr,BIG
ZaZee,Dirk Mallner,Mid,Europe,germany,BIG
Efias,Oleksandr Yankovich,Support,Europe,ua,Campus Party Sparks
Optimas,Rolandas Vincalovičius,Ad Carry,Europe,lt,Campus Party Sparks
Meight,Török Máté,Mid,Europe,hu,Crvena zvezda Esports
Skash,Arthur Ermolaev,Support,CIS (Commonwealth of Independent States),ru,Crvena zvezda Esports
DoubleAiM,Aleksa Stanković,Jungle,Europe,rs,Crvena zvezda Esports
Plox,Miljan Mandić,Ad Carry,Europe,rs,Crvena zvezda Esports
marthijn,Marthijn Reinders,Coach,Europe,netherlands,Defusekids
Zetural,Adrian Dziadkowiec,Coach,Europe,pl,devils.one
Cospect,Janar Mändsalu,Support,Europe,ee,eNsure
Jaunutis,Tomas Janaudis,Jungle,Europe,lt,eNsure
Bushy,Gustav Schwerdfeger,Ad Carry,Europe,denmark,eNsure
Lud0,Ludovic Callier,Coach,Europe,france,eNsure
Arnax,Arnas Stepanauskas,Top,Europe,lt,eNsure
Domas (Domantas Musinas),Domantas Musinas,Mid,Europe,lt,eNsure
Jejky,David Jakubec,Jungle,Europe,cz,eSuba
Random,Adam Grepl,Mid,Europe,cz,eSuba
Wondro,Ondrej Kenda,Top,Europe,sk,eSuba
Nightshare,Tomáš Kněžínek,Coach,Europe,cz,eSuba
PiOk,Lukáš Lőrinc,Ad Carry,Europe,sk,eSuba
Vasked,Václav Benda,Support,Europe,cz,eSuba
Bando,Brian Ferrando,Top,Europe,ch,Fnatic Rising
Nji,Cantoursna An,Jungle,Europe,france,Fnatic Rising
Ronaldooo,Ronaldo Betea,Support,Europe,ro,Fnatic Rising
Raxhy,Oliver Hovstadius,Jungle,Europe,se,Godsent
Rnglol,John Crichton,Coach,Europe,united kingdom,Godsent
Kanin,Linus Grönlund,Mid,Europe,se,Godsent
Chrisberg,Lars Christiansen,Ad Carry,Europe,denmark,Godsent
WeiZoR,Andreas Svanholm,Top,Europe,se,Godsent
Lion (Christos Tsiamis),Christos Tsiamis,Support,Europe,germany,Godsent
Tolkin,Niklot Stüber,Top,Europe,germany,mousesports
nite (Ardian Spahiu),Ardian Spahiu,Mid,Europe,germany,mousesports
Conjo,Patrick Jacobs,Ad Carry,Europe,netherlands,mousesports
Kaiser,Norman Kaiser,Support,Europe,germany,mousesports
Candyfloss,Alexander Cartwright,Coach,Europe,united kingdom,mousesports
Shad0w,Zhiqiang Zhao,Jungle,China,italy,mousesports
Th3Antønio,Antonio Espinosa,Top,Europe,es,Vodafone Giants.Spain
Milica,Aljoša Kovandžić,Mid,Europe,rs,Vodafone Giants.Spain
denyk,Petr Haramach,Support,Europe,cz,Vodafone Giants.Spain
Deadly,Matthew Smith,Ad Carry,Europe,united kingdom,Vodafone Giants.Spain
FearlessS,Miguel Santos,Coach,Europe,pt,Vodafone Giants.Spain
Razork,Iván Martín,Jungle,Europe,es,Vodafone Giants.Spain
FALL1N42,Christodoulos Leodaras,Support,Europe,gr,WLGaming Esports
DahVys,David Casco,Jungle,Europe,es,WLGaming Esports
Delitto,Alexandros Karalis,Top,Europe,gr,WLGaming Esports
ParisGRE,Paris Outsis-Dimitriadis,Mid,Europe,gr,WLGaming Esports
Bananitoo,Νikolaos Fakis,Ad Carry,Europe,gr,WLGaming Esports
AnOnPsyCkO,Ioannis Kounelis,Coach,Europe,gr,WLGaming Esports
Kashtelan,Gaweł Paprzycki,Mid,Europe,pl,ASUS ROG ELITE
Stefan,Stefan Nikolić,Support,Europe,rs,ASUS ROG ELITE
SpeeDy,George Daniel Savu,Jungle,Europe,ro,ASUS ROG ELITE
Kektz,Bor Jeršan,Top,Europe,si,ASUS ROG ELITE
Nikola,Nikola Đorđević,Ad Carry,Europe,rs,ASUS ROG ELITE
Lylajn,Martin Tonka,Jungle,Europe,sk,Cyber Gaming
PiOk,Lukáš Lőrinc,Ad Carry,Europe,sk,Cyber Gaming
Wondro,Ondrej Kenda,Top,Europe,sk,Cyber Gaming
Proker,Libor Král,Mid,Europe,cz,Cyber Gaming
Pitress,Petr Heinzke,Support,Europe,cz,Cyber Gaming
Nightmares,Richard Gielisse,Support,Europe,netherlands,Defusekids
Goose,Lucca Schouten,Ad Carry,Europe,netherlands,Defusekids
Frozen (Tiago Tavares),Tiago Tavares,Top,Europe,pt,Electronik Generation
Slayer (Nuno Moutinho),Nuno Moutinho,Support,Europe,pt,Electronik Generation
Worst,Ruben Correia,Ad Carry,Europe,pt,Electronik Generation
Blizz,Guilherme Rodrigues,Mid,Europe,pt,Electronik Generation
ReAt1vo,Oleg Ralchenko,Jungle,Europe,ua,Electronik Generation
Robocop,Ondřej Sklenička,Top,Europe,cz,eSuba
Rufus,Radovan Moravec,Support,Europe,cz,eSuba
Dany,Daniel Novák,Ad Carry,Europe,cz,eSuba
Truklax,Alexandre Nascimento,Top,Europe,pt,For The Win Esports
Joo (João Pereira),João Pereira,Support,Europe,pt,For The Win Esports
Forsaken (Dennis Kroes),Dennis Kroes,Support,Europe,netherlands,Intrepid Fox Gaming
Pun1sher (Konstantinos Katsikadakos),Konstantinos Katsikadakos,Mid,Europe,gr,Intrepid Fox Gaming
Appen,Necati Sarıgül,Jungle,Turkey,tr,Intrepid Fox Gaming
Gagai,Ilias Krionas,Ad Carry,Europe,gr,Intrepid Fox Gaming
Delitto,Alexandros Karalis,Top,Europe,gr,Intrepid Fox Gaming
Matislaw,Mateusz Zagórski,Mid,Europe,pl,K1ck Neosurf
Raxxo,Oskar Bazydło,Support,Europe,pl,K1ck Neosurf
Shlatan,Lucjan Ahmad,Jungle,Europe,pl,K1ck Neosurf
IceBeasto,Marcin Lebuda,Top,Europe,pl,K1ck Neosurf
Puki style,Łukasz Zygmunciak,Ad Carry,Europe,pl,K1ck Neosurf
Nemky,Nemanja Josimov,Ad Carry,Europe,rs,Kenty
Warden,Lukas Lenikas,Jungle,Europe,lt,Kenty
Smacl3r,Dalius Žukauskas,Top,Europe,lt,Kenty
Rimtuolis,Ernestas Labanauskas,Mid,Europe,lt,Kenty
SpieleAufDe,Kevin Gärtner,Support,Europe,germany,Kenty
Hatrixx,Jørgen Elgåen,Mid,Europe,no,MAD Lions Madrid
Flakked,Victor Lirola,Ad Carry,Europe,es,MAD Lions Madrid
Werlyb,Jorge Casanovas,Top,Europe,es,MAD Lions Madrid
Prime (Olivier Payet),Olivier Payet,Support,Europe,france,MAD Lions Madrid
Koldo,Luis Pérez,Jungle,Europe,es,MAD Lions Madrid
Twiizt,Elton Spetsig,Mid/Jungle,Europe,se,PIGSPORTS
mag1cian,Fricis Krūmiņš,Mid/Ad Carry,Europe,lv,PIGSPORTS
bAZZILISKS,Edgars Salmiņš,Support,Europe,lv,PIGSPORTS
Klydex,Mārtiņš Zālītis,Ad Carry,Europe,lv,PIGSPORTS
Godux,Jānis Kamergrauzis,Top,Europe,lv,PIGSPORTS
Homeless,Gints Gaismiņš,Jungle,Europe,lv,PIGSPORTS
Rharesh,Riccardo Tata,Ad Carry,Europe,italy,Racoon (Italian Team)
Cohle,Matteo Faoro,Mid,Europe,italy,Racoon (Italian Team)
S1D,Pietro Biffi,Support,Europe,italy,Racoon (Italian Team)
Psclly,Pascal Giling,Top,Europe,netherlands,Racoon (Italian Team)
Ploxy,Ole Martin Glomsaas,Jungle,Europe,no,Racoon (Italian Team)
dibu,Janne Heikkonen,Jungle,Europe,fi,Sector One
Saviour,Vladen Dvoretsky,Support,CIS (Commonwealth of Independent States),ru,Sector One
Night (Jeroen Segers),Jeroen Segers,Mid,Europe,belgium,Sector One
Practice,Ömer Türgüt,Ad Carry,Turkey,germany,Sector One
Phoenix (Maarten Van Dyck),Maarten Van Dyck,Top,Europe,belgium,Sector One
Phones,Christian Sieg,Top,Europe,germany,Team GamerLegion
nite (Ardian Spahiu),Ardian Spahiu,Mid,Europe,germany,Team GamerLegion
Hjarnan,Petter Freyschuss,Ad Carry,Europe,se,Team GamerLegion
Visdom,Benjamin Ruberg Larsen,Support,Europe,denmark,Team GamerLegion
Rabble (Jochem van Graafeiland),Jochem van Graafeiland,Jungle,Europe,netherlands,Team GamerLegion
Den Voksne,Nikolaj Meilby,Ad Carry,Europe,denmark,Vipers Inc
Hidon,Jonas Vraa,Jungle,Europe,denmark,Vipers Inc
BeBopBulli,David Siira,Support,Europe,se,Vipers Inc
Poulsen,Nicklas Poulsen,Mid,Europe,denmark,Vipers Inc
Lunddorf,Søren Lunddorf,Top,Europe,denmark,Vipers Inc
DoubleAiM,Aleksa Stanković,Jungle,Europe,rs,WLGaming Esports
IceBreaker,Dimitris Chatzitsobanis,Top,Europe,gr,WLGaming Esports
HungryPanda,Nikos Nikolaidis,Support,Europe,gr,WLGaming Esports
Zanzarah,Nikolay Akatov,Jungle,CIS (Commonwealth of Independent States),ru,AGO ROGUE
Czekolad,Paweł Szczepanik,Mid,Europe,pl,AGO ROGUE
Woolite,Paweł Pruski,Ad Carry,Europe,pl,AGO ROGUE
Szygenda,Mathias Jensen,Top,Europe,denmark,AGO ROGUE
Mystiques,Patryk Piórkowski,Support,Europe,pl,AGO ROGUE
Sharkz,Alexey Taranda,Coach,CIS (Commonwealth of Independent States),by,AGO ROGUE
kaSing,Raymond Tsang,Support,Europe,united kingdom,BT Excel
Deadly,Matthew Smith,Ad Carry,Europe,united kingdom,BT Excel
Send0o,Rosendo Fuentes,Top,Europe,es,BT Excel
Special,Joran Scheffer,Mid,Europe,netherlands,BT Excel
Taxer,Christian Vendelbo,Jungle,Europe,denmark,BT Excel
Swiffer,Simon Papamarkos,Coach,North America,au,BT Excel
Gevous,Fayan Pertijs,Coach,Europe,netherlands,Defusekids
klowny,Andrija Jovanović,Top,Europe,rs,Energypot Wizards
vzz,Teodor Cholakov,Ad Carry,Europe,bg,Energypot Wizards
Lukezy,Luka Trumbić,Mid,Europe,hr,Energypot Wizards
whiteinn,Alexandru Kolozsvari,Support,Europe,ro,Energypot Wizards
Spooky (Miroslav Gochev),Miroslav Gochev,Jungle,Europe,bg,Energypot Wizards
Phaxi,Ambrož Hren,Coach,Europe,si,Energypot Wizards
Innaxe,Nihat Aliev,Ad Carry,Europe,bg,FC Schalke 04 Evolution
Lurox,Lukas Thoma,Jungle,Europe,germany,FC Schalke 04 Evolution
Gilius,Erberk Demir,Jungle,Europe,germany,FC Schalke 04 Evolution
Neon (Matúš Jakubčík),Matúš Jakubčík,Ad Carry,Europe,sk,FC Schalke 04 Evolution
Sleeping,Christian Tiensuu,Top,Europe,fi,FC Schalke 04 Evolution
Sertuss,Daniel Gamani,Mid,Europe,germany,FC Schalke 04 Evolution
SirNukesAlot,Risto Luuri,Support,Europe,ee,FC Schalke 04 Evolution
Mert,Mert Tanrıverdi,Coach,Turkey,tr,FC Schalke 04 Evolution
Bravado,Love Rapp,Support,Europe,se,Fnatic Rising
Pride (Mahdi Nasserzadeh),Mahdi Nasserzadeh,Top,Europe,ch,Fnatic Rising
NicoThePico,Nicholas Korsgård,Coach,Europe,no,Fnatic Rising
Hustlin,Morgan Granberg,Support,Europe,se,GamersOrigin
Shemek,Damien Soulagnet,Top,Europe,france,GamersOrigin
XDSMILEY,Ludvig Granquist,Ad Carry,Europe,se,GamersOrigin
toucouille,Loïc Dubois,Mid,Europe,france,GamersOrigin
bluerzor,Subicz Dániel,Jungle,Europe,hu,GamersOrigin
Quaye,Finlay Stewart,Coach,Europe,united kingdom,GamersOrigin
delord,Paweł Szabla,Coach,Europe,pl,K1ck Neosurf
TynX,Kristian Østergaard,Jungle,Europe,denmark,LDLC OL
Yellowstar,Bora Kim,Support,Europe,france,LDLC OL
Jesiz,Jesse Le,Coach,Europe,denmark,LDLC OL
Bando,Brian Ferrando,Top,Europe,ch,LDLC OL
Vetheo,Vincent Berrié,Mid,Europe,france,LDLC OL
Hades (Volkan Dinçer),Volkan Dinçer,Ad Carry,Turkey,se,LDLC OL
LIDER,Adam Ilyasov,Mid,Europe,no,mousesports
Jeskla,Jesper Klarin Strömberg,Ad Carry,Europe,se,mousesports
PromisQ,Hampus Abrahamsson,Support,Europe,se,mousesports
Obsess,Patrick Engelmann,Jungle,Europe,germany,mousesports
beansu,Mauno Tälli,Top,Europe,ee,Movistar Riders
JaVaaa,Javier Martínez,Ad Carry,Europe,es,Movistar Riders
rhuckz,Rúben Barbosa,Support,Europe,pt,Movistar Riders
Xico,Francisco Cruz Antunes,Mid,Europe,pt,Movistar Riders
Jarge,Joshua Smith,Coach,Europe,united kingdom,Movistar Riders
Elyoya,Javier Prades,Jungle,Europe,es,Movistar Riders
DeliveryPanda,Markus Appelhoff,Coach,Europe,germany,Team GamerLegion
Vayu,Anders Beyer,Support,Europe,denmark,Team Singularity
Reje,Victor Etlar Eriksen,Ad Carry,Europe,denmark,Team Singularity
Skude,Andreas Skude,Jungle,Europe,denmark,Team Singularity
Nille,Juho Janhunen,Top,Europe,fi,Team Singularity
Flaystation,August Sandberg,Support,Europe,denmark,Team Singularity
Kroghsen,Daniel Krogh,Mid,Europe,denmark,Team Singularity
STXRM,Jake Camilleri,Coach,Europe,mt,Team Singularity
