From,To
Elwind (Kaan Atıcı),Laden (Kang Byung-ho (강병호))
Mojito (Berk Kocaman),CoCo (Shin Jin-yeong (신진영))
Mojito (Berk Kocaman),Xico (Francisco Cruz)
Mojito (Berk Kocaman),Zzus (Jang Joon-soo (장준수))
Mojito (Berk Kocaman),Laden (Kang Byung-ho (강병호))
CoCo (Shin Jin-yeong (신진영)),Madness (Gökhan Uçar) (Gökhan Uçar)
CoCo (Shin Jin-yeong (신진영)),Zzus (Jang Joon-soo (장준수))
CoCo (Shin Jin-yeong (신진영)),Laden (Kang Byung-ho (강병호))
Xico (Francisco Cruz),Madness (Gökhan Uçar) (Gökhan Uçar)
Xico (Francisco Cruz),Zzus (Jang Joon-soo (장준수))
Xico (Francisco Cruz),Laden (Kang Byung-ho (강병호))
Madness (Gökhan Uçar) (Gökhan Uçar),Zzus (Jang Joon-soo (장준수))
Madness (Gökhan Uçar) (Gökhan Uçar),Laden (Kang Byung-ho (강병호))
Zzus (Jang Joon-soo (장준수)),Laden (Kang Byung-ho (강병호))
Hioss (Emircan Hazar),NaeHyun (Yoo Nae-hyun (유내현))
Hioss (Emircan Hazar),Luger (Fatih Güven)
Hioss (Emircan Hazar),Tolerant (Barış Çepnioğlu)
Hioss (Emircan Hazar),Auspexa (Salih Kızıldağ)
Crystal (Atakan Aydın),NaeHyun (Yoo Nae-hyun (유내현))
Crystal (Atakan Aydın),Luger (Fatih Güven)
Crystal (Atakan Aydın),Tolerant (Barış Çepnioğlu)
Crystal (Atakan Aydın),Auspexa (Salih Kızıldağ)
NaeHyun (Yoo Nae-hyun (유내현)),Luger (Fatih Güven)
NaeHyun (Yoo Nae-hyun (유내현)),Tolerant (Barış Çepnioğlu)
NaeHyun (Yoo Nae-hyun (유내현)),Auspexa (Salih Kızıldağ)
Luger (Fatih Güven),Tolerant (Barış Çepnioğlu)
Luger (Fatih Güven),Auspexa (Salih Kızıldağ)
Tolerant (Barış Çepnioğlu),Auspexa (Salih Kızıldağ)
Guilford (Deniz Arda Babadağ),appen (Necati Sarıgül)
Guilford (Deniz Arda Babadağ),Saulius (Saulius Lukošius)
Guilford (Deniz Arda Babadağ),DarkSide (Alejandro Oyonate)
Guilford (Deniz Arda Babadağ),Kairos Plz (Gürsu Kömürcü)
Guilford (Deniz Arda Babadağ),Voivod (Can Gürbüzer)
appen (Necati Sarıgül),Saulius (Saulius Lukošius)
appen (Necati Sarıgül),DarkSide (Alejandro Oyonate)
appen (Necati Sarıgül),Kairos Plz (Gürsu Kömürcü)
appen (Necati Sarıgül),Voivod (Can Gürbüzer)
Saulius (Saulius Lukošius),DarkSide (Alejandro Oyonate)
Saulius (Saulius Lukošius),Kairos Plz (Gürsu Kömürcü)
Saulius (Saulius Lukošius),Voivod (Can Gürbüzer)
DarkSide (Alejandro Oyonate),Voivod (Can Gürbüzer)
Kairos Plz (Gürsu Kömürcü),Voivod (Can Gürbüzer)
Thaldrin (Berke Demir),WaenA (Berşan Aydın)
Thaldrin (Berke Demir),Only35 (Mehmet Emin Aydın)
Move (Kang Min-su (강민수)),WaenA (Berşan Aydın)
Move (Kang Min-su (강민수)),Zergsting (Onur Ünalan)
Move (Kang Min-su (강민수)),Only35 (Mehmet Emin Aydın)
Move (Kang Min-su (강민수)),Pades (Serdar Padeş)
Frozen (Kim Tae-il) (Kim Tae-il (김태일)),Only35 (Mehmet Emin Aydın)
WaenA (Berşan Aydın),padden (Ege Acar Koparal)
WaenA (Berşan Aydın),Zergsting (Onur Ünalan)
WaenA (Berşan Aydın),Pades (Serdar Padeş)
padden (Ege Acar Koparal),Only35 (Mehmet Emin Aydın)
Only35 (Mehmet Emin Aydın),Pades (Serdar Padeş)
Ragner (Onurcan Aslan),Stefan (Stefan Nikolić)
Ragner (Onurcan Aslan),Milica (Aljoša Kovandžić)
Ragner (Onurcan Aslan),Hades (Volkan Dinçer) (Volkan Dinçer)
Ragner (Onurcan Aslan),Pilter (Hakan Yüksel)
Ragner (Onurcan Aslan),Tolerant (Barış Çepnioğlu)
Ragner (Onurcan Aslan),Turkinator (Aykut Başkal)
Stefan (Stefan Nikolić),Milica (Aljoša Kovandžić)
Stefan (Stefan Nikolić),Hades (Volkan Dinçer) (Volkan Dinçer)
Stefan (Stefan Nikolić),Pilter (Hakan Yüksel)
Stefan (Stefan Nikolić),Tolerant (Barış Çepnioğlu)
Stefan (Stefan Nikolić),Turkinator (Aykut Başkal)
Milica (Aljoša Kovandžić),Hades (Volkan Dinçer) (Volkan Dinçer)
Milica (Aljoša Kovandžić),Pilter (Hakan Yüksel)
Milica (Aljoša Kovandžić),Tolerant (Barış Çepnioğlu)
Milica (Aljoša Kovandžić),Turkinator (Aykut Başkal)
Hades (Volkan Dinçer) (Volkan Dinçer),Tolerant (Barış Çepnioğlu)
Hades (Volkan Dinçer) (Volkan Dinçer),Turkinator (Aykut Başkal)
Pilter (Hakan Yüksel),Tolerant (Barış Çepnioğlu)
Pilter (Hakan Yüksel),Turkinator (Aykut Başkal)
Tolerant (Barış Çepnioğlu),Turkinator (Aykut Başkal)
Panky (Uğur Taş) (Uğur Taş),Crush (Kim Jun-seo (김준서))
Panky (Uğur Taş) (Uğur Taş),Kirei (Thomas Yuen)
Panky (Uğur Taş) (Uğur Taş),Humanoid (Marek Brázda)
Panky (Uğur Taş) (Uğur Taş),Route (Moon Geom-su (문검수))
Panky (Uğur Taş) (Uğur Taş),Luger (Fatih Güven)
Panky (Uğur Taş) (Uğur Taş),Kairos Plz (Gürsu Kömürcü)
Panky (Uğur Taş) (Uğur Taş),Snitch (Emre Tenyeri)
Panky (Uğur Taş) (Uğur Taş),MorNinG (Song Chang-geun (송창근))
Panky (Uğur Taş) (Uğur Taş),hatchý (Adrian Widera)
Crush (Kim Jun-seo (김준서)),Route (Moon Geom-su (문검수))
Crush (Kim Jun-seo (김준서)),Kairos Plz (Gürsu Kömürcü)
Crush (Kim Jun-seo (김준서)),MorNinG (Song Chang-geun (송창근))
Kirei (Thomas Yuen),Humanoid (Marek Brázda)
Kirei (Thomas Yuen),Luger (Fatih Güven)
Kirei (Thomas Yuen),Kairos Plz (Gürsu Kömürcü)
Kirei (Thomas Yuen),Snitch (Emre Tenyeri)
Kirei (Thomas Yuen),hatchý (Adrian Widera)
Humanoid (Marek Brázda),Luger (Fatih Güven)
Humanoid (Marek Brázda),Kairos Plz (Gürsu Kömürcü)
Humanoid (Marek Brázda),Snitch (Emre Tenyeri)
Humanoid (Marek Brázda),hatchý (Adrian Widera)
Route (Moon Geom-su (문검수)),Kairos Plz (Gürsu Kömürcü)
Route (Moon Geom-su (문검수)),MorNinG (Song Chang-geun (송창근))
Luger (Fatih Güven),hatchý (Adrian Widera)
Kairos Plz (Gürsu Kömürcü),MorNinG (Song Chang-geun (송창근))
Kairos Plz (Gürsu Kömürcü),hatchý (Adrian Widera)
Snitch (Emre Tenyeri),hatchý (Adrian Widera)
Tucake (İrfan Berk Tükek),telracS (Marcel Wiederhofer)
Tucake (İrfan Berk Tükek),Innaxe (Nihat Aliev)
Tucake (İrfan Berk Tükek),Pbd (Alihan Ocaklı)
Tucake (İrfan Berk Tükek),WHISP3R (Nuno Rema)
Tucake (İrfan Berk Tükek),FearlessS (Miguel Santos)
Trixucator (Mehmet Furkan Çoruk),telracS (Marcel Wiederhofer)
Trixucator (Mehmet Furkan Çoruk),Innaxe (Nihat Aliev)
Trixucator (Mehmet Furkan Çoruk),Pbd (Alihan Ocaklı)
Trixucator (Mehmet Furkan Çoruk),WHISP3R (Nuno Rema)
Trixucator (Mehmet Furkan Çoruk),FearlessS (Miguel Santos)
telracS (Marcel Wiederhofer),Innaxe (Nihat Aliev)
telracS (Marcel Wiederhofer),Revanche (Hakan İşlek)
telracS (Marcel Wiederhofer),Pbd (Alihan Ocaklı)
telracS (Marcel Wiederhofer),WHISP3R (Nuno Rema)
telracS (Marcel Wiederhofer),FearlessS (Miguel Santos)
Innaxe (Nihat Aliev),Revanche (Hakan İşlek)
Innaxe (Nihat Aliev),Pbd (Alihan Ocaklı)
Innaxe (Nihat Aliev),WHISP3R (Nuno Rema)
Innaxe (Nihat Aliev),FearlessS (Miguel Santos)
Revanche (Hakan İşlek),WHISP3R (Nuno Rema)
Revanche (Hakan İşlek),FearlessS (Miguel Santos)
Pbd (Alihan Ocaklı),FearlessS (Miguel Santos)
Broken Blade (Sergen Çelik),Closer (Can Çelik) (Can Çelik)
Broken Blade (Sergen Çelik),Freeze (Aleš Kněžínek)
Broken Blade (Sergen Çelik),Enatron (Ilias Theodorou)
Closer (Can Çelik) (Can Çelik),Abbedagge (Felix Braun)
Closer (Can Çelik) (Can Çelik),Freeze (Aleš Kněžínek)
Closer (Can Çelik) (Can Çelik),Enatron (Ilias Theodorou)
Abbedagge (Felix Braun),Freeze (Aleš Kněžínek)
Abbedagge (Felix Braun),Dumbledoge (Mustafa Kemal Gökseloğlu)
Abbedagge (Felix Braun),Enatron (Ilias Theodorou)
Freeze (Aleš Kněžínek),Dumbledoge (Mustafa Kemal Gökseloğlu)
Freeze (Aleš Kněžínek),Enatron (Ilias Theodorou)
Dumbledoge (Mustafa Kemal Gökseloğlu),Enatron (Ilias Theodorou)
fabfabulous (Asım Cihat Karakaya),Secaf Reis (Sercan Çevikoğlu)
Stomaged (İlyas Furkan Güngör),Secaf Reis (Sercan Çevikoğlu)
GBM (Lee Chang-seok (이창석)),Secaf Reis (Sercan Çevikoğlu)
Secaf Reis (Sercan Çevikoğlu),SnowFlower (No Hoi-jong (노회종))
Secaf Reis (Sercan Çevikoğlu),Irean (Heo Yeong-cheol (허영철))
Hioss (Emircan Hazar),Wisdom (Kim Tae-wan (김태완))
Hioss (Emircan Hazar),Xico (Francisco Cruz)
Hioss (Emircan Hazar),Rain (An Hyeon-guk) (An Hyeon-guk (안현국))
Hioss (Emircan Hazar),Dokgo (Kim Gyeong-tak (김경탁))
Hioss (Emircan Hazar),Grey (Jordan Corby)
Wisdom (Kim Tae-wan (김태완)),Dokgo (Kim Gyeong-tak (김경탁))
Wisdom (Kim Tae-wan (김태완)),Grey (Jordan Corby)
Xico (Francisco Cruz),Rain (An Hyeon-guk) (An Hyeon-guk (안현국))
Xico (Francisco Cruz),rôgu (Burak Eryol)
Xico (Francisco Cruz),Grey (Jordan Corby)
Rain (An Hyeon-guk) (An Hyeon-guk (안현국)),Dokgo (Kim Gyeong-tak (김경탁))
Rain (An Hyeon-guk) (An Hyeon-guk (안현국)),Grey (Jordan Corby)
rôgu (Burak Eryol),Dokgo (Kim Gyeong-tak (김경탁))
rôgu (Burak Eryol),Grey (Jordan Corby)
Elwind (Kaan Atıcı),Savage (Jang Seung-gyu (장승규))
Elwind (Kaan Atıcı),Inori (Rami Charagh)
Elwind (Kaan Atıcı),MagiFelix (Felix Boström)
Elwind (Kaan Atıcı),JAPONE (Bahadır Çolak)
Elwind (Kaan Atıcı),Jer0m (Jerónimo Pujades Tárraga)
Elwind (Kaan Atıcı),Mekanik (Mustafa Egemen)
Elwind (Kaan Atıcı),Impaler (Matthew Taylor)
Mojito (Berk Kocaman),MagiFelix (Felix Boström)
Mojito (Berk Kocaman),Jer0m (Jerónimo Pujades Tárraga)
Mojito (Berk Kocaman),Mekanik (Mustafa Egemen)
Mojito (Berk Kocaman),Impaler (Matthew Taylor)
Savage (Jang Seung-gyu (장승규)),MagiFelix (Felix Boström)
Savage (Jang Seung-gyu (장승규)),Madness (Gökhan Uçar) (Gökhan Uçar)
Savage (Jang Seung-gyu (장승규)),JAPONE (Bahadır Çolak)
Savage (Jang Seung-gyu (장승규)),Impaler (Matthew Taylor)
Inori (Rami Charagh),MagiFelix (Felix Boström)
Inori (Rami Charagh),Madness (Gökhan Uçar) (Gökhan Uçar)
Inori (Rami Charagh),JAPONE (Bahadır Çolak)
Inori (Rami Charagh),Impaler (Matthew Taylor)
MagiFelix (Felix Boström),Madness (Gökhan Uçar) (Gökhan Uçar)
MagiFelix (Felix Boström),Zzus (Jang Joon-soo (장준수))
MagiFelix (Felix Boström),JAPONE (Bahadır Çolak)
MagiFelix (Felix Boström),Laden (Kang Byung-ho (강병호))
MagiFelix (Felix Boström),Jer0m (Jerónimo Pujades Tárraga)
MagiFelix (Felix Boström),Mekanik (Mustafa Egemen)
MagiFelix (Felix Boström),Impaler (Matthew Taylor)
Madness (Gökhan Uçar) (Gökhan Uçar),JAPONE (Bahadır Çolak)
Madness (Gökhan Uçar) (Gökhan Uçar),Jer0m (Jerónimo Pujades Tárraga)
Madness (Gökhan Uçar) (Gökhan Uçar),Mekanik (Mustafa Egemen)
Madness (Gökhan Uçar) (Gökhan Uçar),Impaler (Matthew Taylor)
JAPONE (Bahadır Çolak),Jer0m (Jerónimo Pujades Tárraga)
JAPONE (Bahadır Çolak),Mekanik (Mustafa Egemen)
JAPONE (Bahadır Çolak),Impaler (Matthew Taylor)
Hades (Volkan Dinçer) (Volkan Dinçer),Pilter (Hakan Yüksel)
Panky (Uğur Taş) (Uğur Taş),LongB (Serkan Ülkücü)
Panky (Uğur Taş) (Uğur Taş),Berentt (Berent Börklü)
Kirei (Thomas Yuen),LongB (Serkan Ülkücü)
Kirei (Thomas Yuen),Berentt (Berent Börklü)
Humanoid (Marek Brázda),LongB (Serkan Ülkücü)
Humanoid (Marek Brázda),Berentt (Berent Börklü)
Luger (Fatih Güven),LongB (Serkan Ülkücü)
Luger (Fatih Güven),Berentt (Berent Börklü)
LongB (Serkan Ülkücü),hatchý (Adrian Widera)
Berentt (Berent Börklü),hatchý (Adrian Widera)
Cube (Kim Chang-seong) (Kim Chang-seong (김창성)),Chosenn (Yunus Baş)
Cube (Kim Chang-seong) (Kim Chang-seong (김창성)),MGX (Mert Güvercin)
Cube (Kim Chang-seong) (Kim Chang-seong (김창성)),Ruvelius (Mustafa Berk Baraklı)
Cube (Kim Chang-seong) (Kim Chang-seong (김창성)),Veux (Okan Vatansever)
Cube (Kim Chang-seong) (Kim Chang-seong (김창성)),Mora (Jake Hammond)
Chosenn (Yunus Baş),Ruvelius (Mustafa Berk Baraklı)
Chosenn (Yunus Baş),Veux (Okan Vatansever)
Chosenn (Yunus Baş),Mora (Jake Hammond)
MGX (Mert Güvercin),Ruvelius (Mustafa Berk Baraklı)
MGX (Mert Güvercin),Veux (Okan Vatansever)
MGX (Mert Güvercin),Mora (Jake Hammond)
Ruvelius (Mustafa Berk Baraklı),Veux (Okan Vatansever)
Ruvelius (Mustafa Berk Baraklı),Mora (Jake Hammond)
Veux (Okan Vatansever),Mora (Jake Hammond)
Luana (Berkant Kayhan),Crystal (Atakan Aydın)
Luana (Berkant Kayhan),Saulius (Saulius Lukošius)
Luana (Berkant Kayhan),Alive (Roh Jin-wook (노진욱))
Luana (Berkant Kayhan),Absolute (Batuhan Okta) (Batuhan Okta)
Luana (Berkant Kayhan),Lynx Cerezz (Furkan Arıkovan)
Crystal (Atakan Aydın),Saulius (Saulius Lukošius)
Crystal (Atakan Aydın),Alive (Roh Jin-wook (노진욱))
Crystal (Atakan Aydın),Absolute (Batuhan Okta) (Batuhan Okta)
Crystal (Atakan Aydın),Lynx Cerezz (Furkan Arıkovan)
Saulius (Saulius Lukošius),Alive (Roh Jin-wook (노진욱))
Saulius (Saulius Lukošius),Absolute (Batuhan Okta) (Batuhan Okta)
Saulius (Saulius Lukošius),Lynx Cerezz (Furkan Arıkovan)
Alive (Roh Jin-wook (노진욱)),Absolute (Batuhan Okta) (Batuhan Okta)
Alive (Roh Jin-wook (노진욱)),Lynx Cerezz (Furkan Arıkovan)
Absolute (Batuhan Okta) (Batuhan Okta),Lynx Cerezz (Furkan Arıkovan)
Ruin (Kim Hyeong-min (김형민)),Kirei (Thomas Yuen)
Ruin (Kim Hyeong-min (김형민)),BOLULU (Onur Can Demirol)
Ruin (Kim Hyeong-min (김형민)),Hades (Volkan Dinçer) (Volkan Dinçer)
Ruin (Kim Hyeong-min (김형민)),JAPONE (Bahadır Çolak)
Ruin (Kim Hyeong-min (김형민)),Crowe (Luqman Abdullah)
Ruin (Kim Hyeong-min (김형민)),Turkinator (Aykut Başkal)
Kirei (Thomas Yuen),BOLULU (Onur Can Demirol)
Kirei (Thomas Yuen),Hades (Volkan Dinçer) (Volkan Dinçer)
Kirei (Thomas Yuen),JAPONE (Bahadır Çolak)
Kirei (Thomas Yuen),Crowe (Luqman Abdullah)
Kirei (Thomas Yuen),Turkinator (Aykut Başkal)
BOLULU (Onur Can Demirol),Hades (Volkan Dinçer) (Volkan Dinçer)
BOLULU (Onur Can Demirol),JAPONE (Bahadır Çolak)
BOLULU (Onur Can Demirol),Crowe (Luqman Abdullah)
BOLULU (Onur Can Demirol),Turkinator (Aykut Başkal)
Hades (Volkan Dinçer) (Volkan Dinçer),JAPONE (Bahadır Çolak)
Hades (Volkan Dinçer) (Volkan Dinçer),Crowe (Luqman Abdullah)
JAPONE (Bahadır Çolak),Crowe (Luqman Abdullah)
JAPONE (Bahadır Çolak),Turkinator (Aykut Başkal)
Panky (Uğur Taş) (Uğur Taş),Gilius (Erberk Demir)
Panky (Uğur Taş) (Uğur Taş),SeongHwan (Yoon Seong-hwan (윤성환))
Panky (Uğur Taş) (Uğur Taş),Nagne (Kim Sang-moon (김상문))
Panky (Uğur Taş) (Uğur Taş),HolyPhoenix (Anıl Işık)
Panky (Uğur Taş) (Uğur Taş),Corpsebringer (Mehmet Turgut Aksel)
Mayhem (Süleyman Serkan Tekeş) (Süleyman Serkan Tekeş),Kireas (Tunahan Kevioğlu)
Mayhem (Süleyman Serkan Tekeş) (Süleyman Serkan Tekeş),HolyPhoenix (Anıl Işık)
Mayhem (Süleyman Serkan Tekeş) (Süleyman Serkan Tekeş),Major (Emre Muhterem Yiğittekin)
Gilius (Erberk Demir),Nagne (Kim Sang-moon (김상문))
Gilius (Erberk Demir),HolyPhoenix (Anıl Işık)
Gilius (Erberk Demir),Corpsebringer (Mehmet Turgut Aksel)
Gilius (Erberk Demir),GalB (Lee Ju-hyeob (이주협))
SeongHwan (Yoon Seong-hwan (윤성환)),Nagne (Kim Sang-moon (김상문))
SeongHwan (Yoon Seong-hwan (윤성환)),HolyPhoenix (Anıl Işık)
SeongHwan (Yoon Seong-hwan (윤성환)),Farfetch (Berk Badur)
SeongHwan (Yoon Seong-hwan (윤성환)),GalB (Lee Ju-hyeob (이주협))
Kireas (Tunahan Kevioğlu),umuut (Umut Atlı)
Kireas (Tunahan Kevioğlu),HolyPhoenix (Anıl Işık)
Kireas (Tunahan Kevioğlu),Kairos Plz (Gürsu Kömürcü)
Kireas (Tunahan Kevioğlu),Major (Emre Muhterem Yiğittekin)
Nagne (Kim Sang-moon (김상문)),HolyPhoenix (Anıl Işık)
Nagne (Kim Sang-moon (김상문)),Corpsebringer (Mehmet Turgut Aksel)
Nagne (Kim Sang-moon (김상문)),Farfetch (Berk Badur)
Nagne (Kim Sang-moon (김상문)),GalB (Lee Ju-hyeob (이주협))
umuut (Umut Atlı),HolyPhoenix (Anıl Işık)
umuut (Umut Atlı),Major (Emre Muhterem Yiğittekin)
HolyPhoenix (Anıl Işık),Corpsebringer (Mehmet Turgut Aksel)
HolyPhoenix (Anıl Işık),Kairos Plz (Gürsu Kömürcü)
HolyPhoenix (Anıl Işık),GalB (Lee Ju-hyeob (이주협))
HolyPhoenix (Anıl Işık),Major (Emre Muhterem Yiğittekin)
Corpsebringer (Mehmet Turgut Aksel),GalB (Lee Ju-hyeob (이주협))
Kairos Plz (Gürsu Kömürcü),Major (Emre Muhterem Yiğittekin)
Brolia (Murat Mert İlgün),steve murphy (Işın Solak)
Brolia (Murat Mert İlgün),Zwyroo (Artur Trojan)
Brolia (Murat Mert İlgün),Pilter (Hakan Yüksel)
Brolia (Murat Mert İlgün),Turtle (Ahmet Dağlı) (Ahmet Dağlı)
Brolia (Murat Mert İlgün),Auspexa (Salih Kızıldağ)
Brolia (Murat Mert İlgün),Invoker (Hüseyin Sökmen)
Brolia (Murat Mert İlgün),Crossman (Burak Salt)
Brolia (Murat Mert İlgün),seerees (Robert Bilski)
Brolia (Murat Mert İlgün),Raven (Renato Dimas) (Renato Dimas)
Brolia (Murat Mert İlgün),Ili (Jack Langford)
steve murphy (Işın Solak),Zwyroo (Artur Trojan)
steve murphy (Işın Solak),Pilter (Hakan Yüksel)
steve murphy (Işın Solak),Turtle (Ahmet Dağlı) (Ahmet Dağlı)
steve murphy (Işın Solak),Auspexa (Salih Kızıldağ)
steve murphy (Işın Solak),Invoker (Hüseyin Sökmen)
steve murphy (Işın Solak),Crossman (Burak Salt)
steve murphy (Işın Solak),Raven (Renato Dimas) (Renato Dimas)
steve murphy (Işın Solak),Ili (Jack Langford)
Zwyroo (Artur Trojan),Pilter (Hakan Yüksel)
Zwyroo (Artur Trojan),Turtle (Ahmet Dağlı) (Ahmet Dağlı)
Zwyroo (Artur Trojan),Auspexa (Salih Kızıldağ)
Zwyroo (Artur Trojan),Invoker (Hüseyin Sökmen)
Zwyroo (Artur Trojan),Crossman (Burak Salt)
Zwyroo (Artur Trojan),seerees (Robert Bilski)
Zwyroo (Artur Trojan),Raven (Renato Dimas) (Renato Dimas)
Zwyroo (Artur Trojan),Ili (Jack Langford)
Pilter (Hakan Yüksel),Auspexa (Salih Kızıldağ)
Pilter (Hakan Yüksel),Invoker (Hüseyin Sökmen)
Pilter (Hakan Yüksel),Crossman (Burak Salt)
Pilter (Hakan Yüksel),seerees (Robert Bilski)
Pilter (Hakan Yüksel),Raven (Renato Dimas) (Renato Dimas)
Pilter (Hakan Yüksel),Ili (Jack Langford)
Turtle (Ahmet Dağlı) (Ahmet Dağlı),Raven (Renato Dimas) (Renato Dimas)
Auspexa (Salih Kızıldağ),seerees (Robert Bilski)
Auspexa (Salih Kızıldağ),Raven (Renato Dimas) (Renato Dimas)
Invoker (Hüseyin Sökmen),Raven (Renato Dimas) (Renato Dimas)
Invoker (Hüseyin Sökmen),Ili (Jack Langford)
Crossman (Burak Salt),Raven (Renato Dimas) (Renato Dimas)
Ragner (Onurcan Aslan),Crystal (Atakan Aydın)
Ragner (Onurcan Aslan),Muscle (Deniz Ünal)
Ragner (Onurcan Aslan),Saulius (Saulius Lukošius)
Ragner (Onurcan Aslan),Berentt (Berent Börklü)
Ragner (Onurcan Aslan),Backlund (Jonathan Bäcklund)
Ragner (Onurcan Aslan),Nikola Senpai (Nikola Đorđević)
Ragner (Onurcan Aslan),Pbd (Alihan Ocaklı)
Ragner (Onurcan Aslan),Corpsebringer (Mehmet Turgut Aksel)
Ragner (Onurcan Aslan),Lynx Cerezz (Furkan Arıkovan)
Crystal (Atakan Aydın),Berentt (Berent Börklü)
Crystal (Atakan Aydın),Backlund (Jonathan Bäcklund)
Crystal (Atakan Aydın),Nikola Senpai (Nikola Đorđević)
Crystal (Atakan Aydın),Pbd (Alihan Ocaklı)
Crystal (Atakan Aydın),Corpsebringer (Mehmet Turgut Aksel)
Muscle (Deniz Ünal),Backlund (Jonathan Bäcklund)
Muscle (Deniz Ünal),Nikola Senpai (Nikola Đorđević)
Muscle (Deniz Ünal),Corpsebringer (Mehmet Turgut Aksel)
Muscle (Deniz Ünal),Lynx Cerezz (Furkan Arıkovan)
Saulius (Saulius Lukošius),Nikola Senpai (Nikola Đorđević)
Saulius (Saulius Lukošius),Pbd (Alihan Ocaklı)
Berentt (Berent Börklü),Nikola Senpai (Nikola Đorđević)
Berentt (Berent Börklü),Pbd (Alihan Ocaklı)
Berentt (Berent Börklü),Corpsebringer (Mehmet Turgut Aksel)
Berentt (Berent Börklü),Lynx Cerezz (Furkan Arıkovan)
Backlund (Jonathan Bäcklund),Nikola Senpai (Nikola Đorđević)
Backlund (Jonathan Bäcklund),Pbd (Alihan Ocaklı)
Backlund (Jonathan Bäcklund),Corpsebringer (Mehmet Turgut Aksel)
Backlund (Jonathan Bäcklund),Lynx Cerezz (Furkan Arıkovan)
Nikola Senpai (Nikola Đorđević),Pbd (Alihan Ocaklı)
Nikola Senpai (Nikola Đorđević),Corpsebringer (Mehmet Turgut Aksel)
Nikola Senpai (Nikola Đorđević),Lynx Cerezz (Furkan Arıkovan)
Pbd (Alihan Ocaklı),Lynx Cerezz (Furkan Arıkovan)
Corpsebringer (Mehmet Turgut Aksel),Lynx Cerezz (Furkan Arıkovan)
Doxy (Rafael Adl Zarabi),Trick (Kim Gang-yun (김강윤))
Doxy (Rafael Adl Zarabi),Naru (Koray Bıçak)
Doxy (Rafael Adl Zarabi),Husky Rider (Şaban Köseoğlu)
Doxy (Rafael Adl Zarabi),Luger (Fatih Güven)
Doxy (Rafael Adl Zarabi),Zergsting (Onur Ünalan)
Doxy (Rafael Adl Zarabi),FearlessS (Miguel Santos)
Doxy (Rafael Adl Zarabi),Ozgur (Can Özgür Kara)
Doxy (Rafael Adl Zarabi),Voivod (Can Gürbüzer)
Flaxxish (Olof Medin),Trick (Kim Gang-yun (김강윤))
Flaxxish (Olof Medin),Trixucator (Mehmet Furkan Çoruk)
Flaxxish (Olof Medin),Naru (Koray Bıçak)
Flaxxish (Olof Medin),Husky Rider (Şaban Köseoğlu)
Flaxxish (Olof Medin),Zergsting (Onur Ünalan)
Flaxxish (Olof Medin),Voivod (Can Gürbüzer)
Shakuras (Barça Özgünay),Neji (Mustafa Özcan)
Shakuras (Barça Özgünay),T1SO (Süleyman Madan)
Shakuras (Barça Özgünay),Ruvelius (Mustafa Berk Baraklı)
Shakuras (Barça Özgünay),Sugarfree (Abdulaziz Ökdemir)
Shakuras (Barça Özgünay),Voivod (Can Gürbüzer)
Thane Krios (Genco Deniz Aktay),Soren (Egemen Çetkin) (Egemen Çetkin)
Thane Krios (Genco Deniz Aktay),T1SO (Süleyman Madan)
Thane Krios (Genco Deniz Aktay),Ruvelius (Mustafa Berk Baraklı)
Thane Krios (Genco Deniz Aktay),Sugarfree (Abdulaziz Ökdemir)
Thane Krios (Genco Deniz Aktay),Voivod (Can Gürbüzer)
Trick (Kim Gang-yun (김강윤)),Naru (Koray Bıçak)
Trick (Kim Gang-yun (김강윤)),Husky Rider (Şaban Köseoğlu)
Trick (Kim Gang-yun (김강윤)),Luger (Fatih Güven)
Trick (Kim Gang-yun (김강윤)),Zergsting (Onur Ünalan)
Trick (Kim Gang-yun (김강윤)),FearlessS (Miguel Santos)
Trick (Kim Gang-yun (김강윤)),Ozgur (Can Özgür Kara)
Trick (Kim Gang-yun (김강윤)),Voivod (Can Gürbüzer)
Trixucator (Mehmet Furkan Çoruk),Naru (Koray Bıçak)
Trixucator (Mehmet Furkan Çoruk),Husky Rider (Şaban Köseoğlu)
Trixucator (Mehmet Furkan Çoruk),Voivod (Can Gürbüzer)
Neji (Mustafa Özcan),T1SO (Süleyman Madan)
Neji (Mustafa Özcan),Ruvelius (Mustafa Berk Baraklı)
Neji (Mustafa Özcan),Sugarfree (Abdulaziz Ökdemir)
Neji (Mustafa Özcan),Voivod (Can Gürbüzer)
Soren (Egemen Çetkin) (Egemen Çetkin),T1SO (Süleyman Madan)
Soren (Egemen Çetkin) (Egemen Çetkin),Ruvelius (Mustafa Berk Baraklı)
Soren (Egemen Çetkin) (Egemen Çetkin),Sugarfree (Abdulaziz Ökdemir)
Soren (Egemen Çetkin) (Egemen Çetkin),Voivod (Can Gürbüzer)
Naru (Koray Bıçak),Husky Rider (Şaban Köseoğlu)
Naru (Koray Bıçak),Luger (Fatih Güven)
Naru (Koray Bıçak),FearlessS (Miguel Santos)
Naru (Koray Bıçak),Ozgur (Can Özgür Kara)
Naru (Koray Bıçak),Voivod (Can Gürbüzer)
T1SO (Süleyman Madan),Ruvelius (Mustafa Berk Baraklı)
T1SO (Süleyman Madan),Sugarfree (Abdulaziz Ökdemir)
T1SO (Süleyman Madan),Voivod (Can Gürbüzer)
