From,To
HanYiAn (Trần Quang Hiệp),Celebrity (Nguyễn Phước Long Hiệp)
HanYiAn (Trần Quang Hiệp),Slay (Nguyễn Ngọc Hùng)
HanYiAn (Trần Quang Hiệp),TSU (Lê Anh Duy)
HanYiAn (Trần Quang Hiệp),RonOP (Lê Thiên Hàn)
Heaven (Quách Đǎng Phi),Lovida (Mai Việt Long)
Heaven (Quách Đǎng Phi),Slay (Nguyễn Ngọc Hùng)
Heaven (Quách Đǎng Phi),RonOP (Lê Thiên Hàn)
Curot (Đoàn Văn Ngọc Sơn),Celebrity (Nguyễn Phước Long Hiệp)
Curot (Đoàn Văn Ngọc Sơn),TSU (Lê Anh Duy)
Lovida (Mai Việt Long),Slay (Nguyễn Ngọc Hùng)
Lovida (Mai Việt Long),RonOP (Lê Thiên Hàn)
Celebrity (Nguyễn Phước Long Hiệp),TSU (Lê Anh Duy)
Slay (Nguyễn Ngọc Hùng),RonOP (Lê Thiên Hàn)
Kidz (Phạm Tuấn Vĩ),Exo (Trần Quang Hậu)
Kidz (Phạm Tuấn Vĩ),PetLand (Võ Huỳnh Quang Huy)
Kidz (Phạm Tuấn Vĩ),Clear (Trịnh Ngọc Anh Tuấn)
Kidz (Phạm Tuấn Vĩ),BaRoiBeo (Phan Tấn Trung)
Kidz (Phạm Tuấn Vĩ),Akeno (Hồ Trung Hậu)
Exo (Trần Quang Hậu),PetLand (Võ Huỳnh Quang Huy)
Exo (Trần Quang Hậu),Clear (Trịnh Ngọc Anh Tuấn)
Exo (Trần Quang Hậu),BaRoiBeo (Phan Tấn Trung)
Exo (Trần Quang Hậu),Akeno (Hồ Trung Hậu)
PetLand (Võ Huỳnh Quang Huy),Clear (Trịnh Ngọc Anh Tuấn)
PetLand (Võ Huỳnh Quang Huy),BaRoiBeo (Phan Tấn Trung)
PetLand (Võ Huỳnh Quang Huy),Akeno (Hồ Trung Hậu)
Clear (Trịnh Ngọc Anh Tuấn),BaRoiBeo (Phan Tấn Trung)
Clear (Trịnh Ngọc Anh Tuấn),Akeno (Hồ Trung Hậu)
Keiko (Trần Thanh Cương),Shin (Lê Phúc Nhân)
Keiko (Trần Thanh Cương),Victory (Nguyễn Quốc Thắng)
Keiko (Trần Thanh Cương),Zin (Nguyễn Tuấn Thọ)
Keiko (Trần Thanh Cương),CombatLao (Nguyễn Võ Thành Luân)
Shin (Lê Phúc Nhân),Victory (Nguyễn Quốc Thắng)
Shin (Lê Phúc Nhân),Zin (Nguyễn Tuấn Thọ)
Shin (Lê Phúc Nhân),CombatLao (Nguyễn Võ Thành Luân)
Victory (Nguyễn Quốc Thắng),Zin (Nguyễn Tuấn Thọ)
Victory (Nguyễn Quốc Thắng),CombatLao (Nguyễn Võ Thành Luân)
Zin (Nguyễn Tuấn Thọ),CombatLao (Nguyễn Võ Thành Luân)
Stark (Phan Công Minh) (Phan Công Minh),Levi (Đỗ Duy Khánh)
Stark (Phan Công Minh) (Phan Công Minh),Optimus (Trần Văn Cường)
Stark (Phan Công Minh) (Phan Công Minh),Slay (Nguyễn Ngọc Hùng)
Stark (Phan Công Minh) (Phan Công Minh),Archie (Trần Minh Nhựt)
Levi (Đỗ Duy Khánh),Optimus (Trần Văn Cường)
Levi (Đỗ Duy Khánh),Slay (Nguyễn Ngọc Hùng)
Levi (Đỗ Duy Khánh),Archie (Trần Minh Nhựt)
Optimus (Trần Văn Cường),Slay (Nguyễn Ngọc Hùng)
Optimus (Trần Văn Cường),Archie (Trần Minh Nhựt)
Slay (Nguyễn Ngọc Hùng),Archie (Trần Minh Nhựt)
Calm (Đinh Trọng Quyết) (Đinh Trọng Quyết),Tarzan (Cao Ngọc Thắng)
Calm (Đinh Trọng Quyết) (Đinh Trọng Quyết),BlazeS (Đỗ Đình Sang)
Calm (Đinh Trọng Quyết) (Đinh Trọng Quyết),HyoJin (Ngô Minh Đức)
Calm (Đinh Trọng Quyết) (Đinh Trọng Quyết),Tear (Nguyễn Chiến Thắng)
Hope (Phạm Trung Hiếu),Crepp (Nguyễn Công Linh)
Hope (Phạm Trung Hiếu),HyoJin (Ngô Minh Đức)
Tarzan (Cao Ngọc Thắng),BlazeS (Đỗ Đình Sang)
Tarzan (Cao Ngọc Thắng),Crepp (Nguyễn Công Linh)
Tarzan (Cao Ngọc Thắng),HyoJin (Ngô Minh Đức)
BlazeS (Đỗ Đình Sang),HyoJin (Ngô Minh Đức)
BlazeS (Đỗ Đình Sang),Tear (Nguyễn Chiến Thắng)
Crepp (Nguyễn Công Linh),HyoJin (Ngô Minh Đức)
Crepp (Nguyễn Công Linh),Tear (Nguyễn Chiến Thắng)
HyoJin (Ngô Minh Đức),Tear (Nguyễn Chiến Thắng)
Nevan (Phùng Thiện Nhân),Venus (Bùi Nguyễn Quốc Hoàng)
Nevan (Phùng Thiện Nhân),CombatLao (Nguyễn Võ Thành Luân)
Nevan (Phùng Thiện Nhân),BigKoro (Đặng Ngọc Tài)
Nevan (Phùng Thiện Nhân),Trungg (Nguyễn Hải Trung)
Venus (Bùi Nguyễn Quốc Hoàng),CombatLao (Nguyễn Võ Thành Luân)
Venus (Bùi Nguyễn Quốc Hoàng),BigKoro (Đặng Ngọc Tài)
Venus (Bùi Nguyễn Quốc Hoàng),Trungg (Nguyễn Hải Trung)
CombatLao (Nguyễn Võ Thành Luân),BigKoro (Đặng Ngọc Tài)
CombatLao (Nguyễn Võ Thành Luân),Trungg (Nguyễn Hải Trung)
BigKoro (Đặng Ngọc Tài),Trungg (Nguyễn Hải Trung)
JetTrue (Đỗ Phú Hưởng),Vios (Cao Anh Kha)
JetTrue (Đỗ Phú Hưởng),Arcadia (Huỳnh Hữu Sang) (Huỳnh Hữu Sang)
Vios (Cao Anh Kha),Arcadia (Huỳnh Hữu Sang) (Huỳnh Hữu Sang)
Kidz (Phạm Tuấn Vĩ),Garfield (Trần Thanh Lâm)
Kidz (Phạm Tuấn Vĩ),Curot (Đoàn Văn Ngọc Sơn)
Kidz (Phạm Tuấn Vĩ),TSU (Lê Anh Duy)
Garfield (Trần Thanh Lâm),Curot (Đoàn Văn Ngọc Sơn)
Garfield (Trần Thanh Lâm),Clear (Trịnh Ngọc Anh Tuấn)
Garfield (Trần Thanh Lâm),TSU (Lê Anh Duy)
Curot (Đoàn Văn Ngọc Sơn),Clear (Trịnh Ngọc Anh Tuấn)
Clear (Trịnh Ngọc Anh Tuấn),TSU (Lê Anh Duy)
Stark (Phan Công Minh) (Phan Công Minh),YiJin (Nguyễn Lê Hải Đăng)
Stark (Phan Công Minh) (Phan Công Minh),Curot (Đoàn Văn Ngọc Sơn)
Stark (Phan Công Minh) (Phan Công Minh),RonOP (Lê Thiên Hàn)
YiJin (Nguyễn Lê Hải Đăng),Curot (Đoàn Văn Ngọc Sơn)
YiJin (Nguyễn Lê Hải Đăng),Slay (Nguyễn Ngọc Hùng)
YiJin (Nguyễn Lê Hải Đăng),RonOP (Lê Thiên Hàn)
Curot (Đoàn Văn Ngọc Sơn),Slay (Nguyễn Ngọc Hùng)
Curot (Đoàn Văn Ngọc Sơn),RonOP (Lê Thiên Hàn)
ImbaMiBeo (Lâm Trịnh Nhân Kiệt),Vios (Cao Anh Kha)
ImbaMiBeo (Lâm Trịnh Nhân Kiệt),Pampy (Trần Công Tình)
ImbaMiBeo (Lâm Trịnh Nhân Kiệt),Oralie (Trần Quốc Hưng)
ImbaMiBeo (Lâm Trịnh Nhân Kiệt),JetTrue (Đỗ Phú Hưởng)
Mature (Nguyễn Quốc Tài),Pampy (Trần Công Tình)
Mature (Nguyễn Quốc Tài),Oralie (Trần Quốc Hưng)
Vios (Cao Anh Kha),Pampy (Trần Công Tình)
Vios (Cao Anh Kha),Oralie (Trần Quốc Hưng)
Pampy (Trần Công Tình),Oralie (Trần Quốc Hưng)
Pampy (Trần Công Tình),JetTrue (Đỗ Phú Hưởng)
Oralie (Trần Quốc Hưng),JetTrue (Đỗ Phú Hưởng)
Nevan (Phùng Thiện Nhân),Sorn (Nguyễn Minh Hào)
Nevan (Phùng Thiện Nhân),Ciel (Trần Tiến Thịnh) (Trần Tiến Thịnh)
Nevan (Phùng Thiện Nhân),Pake (Huỳnh Thanh Hoàng)
Nevan (Phùng Thiện Nhân),Minas (Phạm Minh Phước)
Nevan (Phùng Thiện Nhân),Shaoran (Trần Hoàng Phúc)
Sorn (Nguyễn Minh Hào),Pake (Huỳnh Thanh Hoàng)
Sorn (Nguyễn Minh Hào),Minas (Phạm Minh Phước)
Sorn (Nguyễn Minh Hào),Shaoran (Trần Hoàng Phúc)
Ciel (Trần Tiến Thịnh) (Trần Tiến Thịnh),Pake (Huỳnh Thanh Hoàng)
Ciel (Trần Tiến Thịnh) (Trần Tiến Thịnh),Minas (Phạm Minh Phước)
Ciel (Trần Tiến Thịnh) (Trần Tiến Thịnh),Shaoran (Trần Hoàng Phúc)
Pake (Huỳnh Thanh Hoàng),Minas (Phạm Minh Phước)
Pake (Huỳnh Thanh Hoàng),Shaoran (Trần Hoàng Phúc)
Minas (Phạm Minh Phước),Shaoran (Trần Hoàng Phúc)
Boong (Lương Hoàn Bình),Darklord (Vũ Hồng Sơn)
Boong (Lương Hoàn Bình),Khanh (Đặng Thanh Phê)
Boong (Lương Hoàn Bình),Killer1 (Nguyễn Văn Huy)
Boong (Lương Hoàn Bình),Sing (Nguyễn Lâm Việt Sinh)
Darklord (Vũ Hồng Sơn),Khanh (Đặng Thanh Phê)
Darklord (Vũ Hồng Sơn),Killer1 (Nguyễn Văn Huy)
Darklord (Vũ Hồng Sơn),Sing (Nguyễn Lâm Việt Sinh)
Khanh (Đặng Thanh Phê),Killer1 (Nguyễn Văn Huy)
Khanh (Đặng Thanh Phê),Sing (Nguyễn Lâm Việt Sinh)
Killer1 (Nguyễn Văn Huy),Sing (Nguyễn Lâm Việt Sinh)
Boong (Lương Hoàn Bình),Potm (Văn Hữu Bảo)
Boong (Lương Hoàn Bình),Artifact (Nguyễn Văn Hậu)
Boong (Lương Hoàn Bình),Clear (Trịnh Ngọc Anh Tuấn)
Boong (Lương Hoàn Bình),Kidz (Phạm Tuấn Vĩ)
Rika (Vũ Tuấn Mạnh) (Vũ Tuấn Mạnh),Potm (Văn Hữu Bảo)
Rika (Vũ Tuấn Mạnh) (Vũ Tuấn Mạnh),Artifact (Nguyễn Văn Hậu)
Rika (Vũ Tuấn Mạnh) (Vũ Tuấn Mạnh),Clear (Trịnh Ngọc Anh Tuấn)
Rika (Vũ Tuấn Mạnh) (Vũ Tuấn Mạnh),Kidz (Phạm Tuấn Vĩ)
BaRoiBeo (Phan Tấn Trung),Potm (Văn Hữu Bảo)
BaRoiBeo (Phan Tấn Trung),Artifact (Nguyễn Văn Hậu)
Ikaros (Lư Chấn Hưng) (Lư Chấn Hưng),Potm (Văn Hữu Bảo)
Ikaros (Lư Chấn Hưng) (Lư Chấn Hưng),Artifact (Nguyễn Văn Hậu)
Ikaros (Lư Chấn Hưng) (Lư Chấn Hưng),Clear (Trịnh Ngọc Anh Tuấn)
Ikaros (Lư Chấn Hưng) (Lư Chấn Hưng),Kidz (Phạm Tuấn Vĩ)
Potm (Văn Hữu Bảo),Artifact (Nguyễn Văn Hậu)
Potm (Văn Hữu Bảo),Clear (Trịnh Ngọc Anh Tuấn)
Potm (Văn Hữu Bảo),Kidz (Phạm Tuấn Vĩ)
Artifact (Nguyễn Văn Hậu),Clear (Trịnh Ngọc Anh Tuấn)
Artifact (Nguyễn Văn Hậu),Kidz (Phạm Tuấn Vĩ)
KingJ (Lê Võ Đăng Khương),Heaven (Quách Đǎng Phi)
KingJ (Lê Võ Đăng Khương),DNK (Đỗ Ngọc Khải)
KingJ (Lê Võ Đăng Khương),Lies (Ông Gia Nguyên) (Ông Gia Nguyên)
KingJ (Lê Võ Đăng Khương),QTV (Nguyễn Trần Tường Vũ)
KingJ (Lê Võ Đăng Khương),Celebrity (Nguyễn Phước Long Hiệp)
KingJ (Lê Võ Đăng Khương),Sergh (Liêu Nam Lộc)
SunSieu (Trần Nhớ Thương),Heaven (Quách Đǎng Phi)
SunSieu (Trần Nhớ Thương),Lies (Ông Gia Nguyên) (Ông Gia Nguyên)
SunSieu (Trần Nhớ Thương),Celebrity (Nguyễn Phước Long Hiệp)
SunSieu (Trần Nhớ Thương),Sergh (Liêu Nam Lộc)
Heaven (Quách Đǎng Phi),Lies (Ông Gia Nguyên) (Ông Gia Nguyên)
Heaven (Quách Đǎng Phi),QTV (Nguyễn Trần Tường Vũ)
Heaven (Quách Đǎng Phi),Celebrity (Nguyễn Phước Long Hiệp)
Heaven (Quách Đǎng Phi),Sergh (Liêu Nam Lộc)
DNK (Đỗ Ngọc Khải),Lies (Ông Gia Nguyên) (Ông Gia Nguyên)
DNK (Đỗ Ngọc Khải),Celebrity (Nguyễn Phước Long Hiệp)
DNK (Đỗ Ngọc Khải),Sergh (Liêu Nam Lộc)
Lies (Ông Gia Nguyên) (Ông Gia Nguyên),Celebrity (Nguyễn Phước Long Hiệp)
Lies (Ông Gia Nguyên) (Ông Gia Nguyên),Sergh (Liêu Nam Lộc)
QTV (Nguyễn Trần Tường Vũ),Celebrity (Nguyễn Phước Long Hiệp)
QTV (Nguyễn Trần Tường Vũ),Sergh (Liêu Nam Lộc)
Celebrity (Nguyễn Phước Long Hiệp),Sergh (Liêu Nam Lộc)
Taurus (Đặng Văn Tài),Darklord (Vũ Hồng Sơn)
Taurus (Đặng Văn Tài),Victory (Nguyễn Quốc Thắng)
Taurus (Đặng Văn Tài),Slayder (Nguyễn Linh Vương)
Taurus (Đặng Văn Tài),Akeno (Hồ Trung Hậu)
SunSieu (Trần Nhớ Thương),Darklord (Vũ Hồng Sơn)
SunSieu (Trần Nhớ Thương),Victory (Nguyễn Quốc Thắng)
SunSieu (Trần Nhớ Thương),Slayder (Nguyễn Linh Vương)
SunSieu (Trần Nhớ Thương),Akeno (Hồ Trung Hậu)
Darklord (Vũ Hồng Sơn),Victory (Nguyễn Quốc Thắng)
Darklord (Vũ Hồng Sơn),Slayder (Nguyễn Linh Vương)
Darklord (Vũ Hồng Sơn),Akeno (Hồ Trung Hậu)
Victory (Nguyễn Quốc Thắng),Slayder (Nguyễn Linh Vương)
Victory (Nguyễn Quốc Thắng),Akeno (Hồ Trung Hậu)
Slayder (Nguyễn Linh Vương),Akeno (Hồ Trung Hậu)
Zeros (Phạm Minh Lộc),KrissKyle (Nguyễn Hữu Phúc)
Zeros (Phạm Minh Lộc),Sena (Trương Tuấn Tú)
Zeros (Phạm Minh Lộc),Ciel (Trần Tiến Thịnh) (Trần Tiến Thịnh)
Zeros (Phạm Minh Lộc),Zeroday (Đoàn Minh Trung)
Zeros (Phạm Minh Lộc),PetLand (Võ Huỳnh Quang Huy)
Zeros (Phạm Minh Lộc),Noway (Nguyễn Vũ Long) (Nguyễn Vũ Long)
Nevan (Phùng Thiện Nhân),KrissKyle (Nguyễn Hữu Phúc)
Nevan (Phùng Thiện Nhân),Zeroday (Đoàn Minh Trung)
Nevan (Phùng Thiện Nhân),PetLand (Võ Huỳnh Quang Huy)
Nevan (Phùng Thiện Nhân),Noway (Nguyễn Vũ Long) (Nguyễn Vũ Long)
KrissKyle (Nguyễn Hữu Phúc),Zeroday (Đoàn Minh Trung)
KrissKyle (Nguyễn Hữu Phúc),PetLand (Võ Huỳnh Quang Huy)
KrissKyle (Nguyễn Hữu Phúc),Noway (Nguyễn Vũ Long) (Nguyễn Vũ Long)
Sena (Trương Tuấn Tú),Zeroday (Đoàn Minh Trung)
Sena (Trương Tuấn Tú),Noway (Nguyễn Vũ Long) (Nguyễn Vũ Long)
Ciel (Trần Tiến Thịnh) (Trần Tiến Thịnh),Zeroday (Đoàn Minh Trung)
Ciel (Trần Tiến Thịnh) (Trần Tiến Thịnh),PetLand (Võ Huỳnh Quang Huy)
Ciel (Trần Tiến Thịnh) (Trần Tiến Thịnh),Noway (Nguyễn Vũ Long) (Nguyễn Vũ Long)
Zeroday (Đoàn Minh Trung),Noway (Nguyễn Vũ Long) (Nguyễn Vũ Long)
PetLand (Võ Huỳnh Quang Huy),Noway (Nguyễn Vũ Long) (Nguyễn Vũ Long)
LL (Ngô Minh Quân) (Ngô Minh Quân),Sorn (Nguyễn Minh Hào)
LL (Ngô Minh Quân) (Ngô Minh Quân),Xuhao (Bùi Hoàng Sơn Vương)
LL (Ngô Minh Quân) (Ngô Minh Quân),Pake (Huỳnh Thanh Hoàng)
LL (Ngô Minh Quân) (Ngô Minh Quân),Minas (Phạm Minh Phước)
LL (Ngô Minh Quân) (Ngô Minh Quân),EasyLove (Hứa Thành An)
LL (Ngô Minh Quân) (Ngô Minh Quân),Shaoran (Trần Hoàng Phúc)
LL (Ngô Minh Quân) (Ngô Minh Quân),Bie (Trần Đức Hiếu)
Sorn (Nguyễn Minh Hào),EasyLove (Hứa Thành An)
Sorn (Nguyễn Minh Hào),Bie (Trần Đức Hiếu)
Xuhao (Bùi Hoàng Sơn Vương),Pake (Huỳnh Thanh Hoàng)
Xuhao (Bùi Hoàng Sơn Vương),Minas (Phạm Minh Phước)
Xuhao (Bùi Hoàng Sơn Vương),Shaoran (Trần Hoàng Phúc)
Xuhao (Bùi Hoàng Sơn Vương),Bie (Trần Đức Hiếu)
Pake (Huỳnh Thanh Hoàng),EasyLove (Hứa Thành An)
Pake (Huỳnh Thanh Hoàng),Bie (Trần Đức Hiếu)
Minas (Phạm Minh Phước),Bie (Trần Đức Hiếu)
EasyLove (Hứa Thành An),Shaoran (Trần Hoàng Phúc)
Calm (Đinh Trọng Quyết) (Đinh Trọng Quyết),Spot (Nguyễn Phan Đình Khôi)
Calm (Đinh Trọng Quyết) (Đinh Trọng Quyết),Zin (Nguyễn Tuấn Thọ)
Calm (Đinh Trọng Quyết) (Đinh Trọng Quyết),CombatLao (Nguyễn Võ Thành Luân)
Spot (Nguyễn Phan Đình Khôi),BlazeS (Đỗ Đình Sang)
Spot (Nguyễn Phan Đình Khôi),Zin (Nguyễn Tuấn Thọ)
Spot (Nguyễn Phan Đình Khôi),CombatLao (Nguyễn Võ Thành Luân)
Spot (Nguyễn Phan Đình Khôi),Tear (Nguyễn Chiến Thắng)
BlazeS (Đỗ Đình Sang),Zin (Nguyễn Tuấn Thọ)
BlazeS (Đỗ Đình Sang),CombatLao (Nguyễn Võ Thành Luân)
Zin (Nguyễn Tuấn Thọ),Tear (Nguyễn Chiến Thắng)
Ren (Nguyễn Văn Trọng),Venus (Bùi Nguyễn Quốc Hoàng)
Ren (Nguyễn Văn Trọng),CombatLao (Nguyễn Võ Thành Luân)
Ren (Nguyễn Văn Trọng),BigKoro (Đặng Ngọc Tài)
Ren (Nguyễn Văn Trọng),Trungg (Nguyễn Hải Trung)
yT (Bùi Thế Vinh),Venus (Bùi Nguyễn Quốc Hoàng)
yT (Bùi Thế Vinh),CombatLao (Nguyễn Võ Thành Luân)
yT (Bùi Thế Vinh),BigKoro (Đặng Ngọc Tài)
yT (Bùi Thế Vinh),Trungg (Nguyễn Hải Trung)
Stark (Phan Công Minh) (Phan Công Minh),Violet (Ngô Mạnh Quyền)
YiJin (Nguyễn Lê Hải Đăng),Violet (Ngô Mạnh Quyền)
Curot (Đoàn Văn Ngọc Sơn),Violet (Ngô Mạnh Quyền)
Slay (Nguyễn Ngọc Hùng),Violet (Ngô Mạnh Quyền)
RonOP (Lê Thiên Hàn),Violet (Ngô Mạnh Quyền)
Zeros (Phạm Minh Lộc),Archie (Trần Minh Nhựt)
Zeros (Phạm Minh Lộc),Tinikun (Dương Nguyễn Duy Thanh)
KrissKyle (Nguyễn Hữu Phúc),Archie (Trần Minh Nhựt)
KrissKyle (Nguyễn Hữu Phúc),Tinikun (Dương Nguyễn Duy Thanh)
Zeroday (Đoàn Minh Trung),Archie (Trần Minh Nhựt)
Zeroday (Đoàn Minh Trung),Tinikun (Dương Nguyễn Duy Thanh)
Noway (Nguyễn Vũ Long) (Nguyễn Vũ Long),Archie (Trần Minh Nhựt)
Noway (Nguyễn Vũ Long) (Nguyễn Vũ Long),Tinikun (Dương Nguyễn Duy Thanh)
Archie (Trần Minh Nhựt),Tinikun (Dương Nguyễn Duy Thanh)
Calm (Đinh Trọng Quyết) (Đinh Trọng Quyết),Hope (Phạm Trung Hiếu)
Spot (Nguyễn Phan Đình Khôi),Hope (Phạm Trung Hiếu)
BlazeS (Đỗ Đình Sang),Hope (Phạm Trung Hiếu)
Zin (Nguyễn Tuấn Thọ),Hope (Phạm Trung Hiếu)
Ren (Nguyễn Văn Trọng),H.Phong (Phan Huy Phong)
yT (Bùi Thế Vinh),H.Phong (Phan Huy Phong)
Venus (Bùi Nguyễn Quốc Hoàng),H.Phong (Phan Huy Phong)
CombatLao (Nguyễn Võ Thành Luân),H.Phong (Phan Huy Phong)
BigKoro (Đặng Ngọc Tài),H.Phong (Phan Huy Phong)
Trungg (Nguyễn Hải Trung),H.Phong (Phan Huy Phong)
KingJ (Lê Võ Đăng Khương),Sena (Trương Tuấn Tú)
KingJ (Lê Võ Đăng Khương),Venus (Bùi Nguyễn Quốc Hoàng)
KingJ (Lê Võ Đăng Khương),Artifact (Nguyễn Văn Hậu)
KingJ (Lê Võ Đăng Khương),Sya (Phan Trung Toàn)
KingJ (Lê Võ Đăng Khương),BaRoiBeo (Phan Tấn Trung)
Sena (Trương Tuấn Tú),Artifact (Nguyễn Văn Hậu)
Sena (Trương Tuấn Tú),Celebrity (Nguyễn Phước Long Hiệp)
Sena (Trương Tuấn Tú),Sya (Phan Trung Toàn)
Sena (Trương Tuấn Tú),BaRoiBeo (Phan Tấn Trung)
Venus (Bùi Nguyễn Quốc Hoàng),Artifact (Nguyễn Văn Hậu)
Venus (Bùi Nguyễn Quốc Hoàng),Celebrity (Nguyễn Phước Long Hiệp)
Venus (Bùi Nguyễn Quốc Hoàng),Sya (Phan Trung Toàn)
Venus (Bùi Nguyễn Quốc Hoàng),BaRoiBeo (Phan Tấn Trung)
Artifact (Nguyễn Văn Hậu),Celebrity (Nguyễn Phước Long Hiệp)
Artifact (Nguyễn Văn Hậu),Sya (Phan Trung Toàn)
Celebrity (Nguyễn Phước Long Hiệp),Sya (Phan Trung Toàn)
Celebrity (Nguyễn Phước Long Hiệp),BaRoiBeo (Phan Tấn Trung)
Sya (Phan Trung Toàn),BaRoiBeo (Phan Tấn Trung)
LL (Ngô Minh Quân) (Ngô Minh Quân),Sergh (Liêu Nam Lộc)
Sorn (Nguyễn Minh Hào),Sergh (Liêu Nam Lộc)
Pake (Huỳnh Thanh Hoàng),Sergh (Liêu Nam Lộc)
EasyLove (Hứa Thành An),Sergh (Liêu Nam Lộc)
Shaoran (Trần Hoàng Phúc),Sergh (Liêu Nam Lộc)
CHP (Chung Hiệp Phát),Vios (Cao Anh Kha)
CHP (Chung Hiệp Phát),Odriew (Nguyễn Hữu Khôi)
CHP (Chung Hiệp Phát),Genya (Trần Hồng Phúc)
CHP (Chung Hiệp Phát),Arcadia (Huỳnh Hữu Sang) (Huỳnh Hữu Sang)
CHP (Chung Hiệp Phát),GuonL (Tiêu Quốc Lương)
CHP (Chung Hiệp Phát),SazaHu (Lee Dong-hyun (이동현))
Vios (Cao Anh Kha),Genya (Trần Hồng Phúc)
Vios (Cao Anh Kha),GuonL (Tiêu Quốc Lương)
Vios (Cao Anh Kha),SazaHu (Lee Dong-hyun (이동현))
Odriew (Nguyễn Hữu Khôi),Genya (Trần Hồng Phúc)
Odriew (Nguyễn Hữu Khôi),Arcadia (Huỳnh Hữu Sang) (Huỳnh Hữu Sang)
Odriew (Nguyễn Hữu Khôi),GuonL (Tiêu Quốc Lương)
Odriew (Nguyễn Hữu Khôi),SazaHu (Lee Dong-hyun (이동현))
Genya (Trần Hồng Phúc),Arcadia (Huỳnh Hữu Sang) (Huỳnh Hữu Sang)
Genya (Trần Hồng Phúc),GuonL (Tiêu Quốc Lương)
Genya (Trần Hồng Phúc),SazaHu (Lee Dong-hyun (이동현))
Arcadia (Huỳnh Hữu Sang) (Huỳnh Hữu Sang),GuonL (Tiêu Quốc Lương)
Arcadia (Huỳnh Hữu Sang) (Huỳnh Hữu Sang),SazaHu (Lee Dong-hyun (이동현))
GuonL (Tiêu Quốc Lương),SazaHu (Lee Dong-hyun (이동현))
Yoshino (Lê Trung Kiên),Vormund (Mai Anh Tuấn)
Yoshino (Lê Trung Kiên),Jedi (Võ Nhựt Vương)
Yoshino (Lê Trung Kiên),Killer1 (Nguyễn Văn Huy)
Yoshino (Lê Trung Kiên),Sehun1 (Trần Mai Bình Minh)
Yoshino (Lê Trung Kiên),Killua (Lữ Ngọc Hà) (Lữ Ngọc Hà)
Yoshino (Lê Trung Kiên),KiKo (Trương Đức Dũng) (Trương Đức Dũng)
Yoshino (Lê Trung Kiên),LeeLys (Lê Công Lý)
Vormund (Mai Anh Tuấn),Jedi (Võ Nhựt Vương)
Vormund (Mai Anh Tuấn),Killer1 (Nguyễn Văn Huy)
Vormund (Mai Anh Tuấn),Sehun1 (Trần Mai Bình Minh)
Vormund (Mai Anh Tuấn),Killua (Lữ Ngọc Hà) (Lữ Ngọc Hà)
Vormund (Mai Anh Tuấn),KiKo (Trương Đức Dũng) (Trương Đức Dũng)
Vormund (Mai Anh Tuấn),LeeLys (Lê Công Lý)
Jedi (Võ Nhựt Vương),Killer1 (Nguyễn Văn Huy)
Jedi (Võ Nhựt Vương),Sehun1 (Trần Mai Bình Minh)
Jedi (Võ Nhựt Vương),Killua (Lữ Ngọc Hà) (Lữ Ngọc Hà)
Jedi (Võ Nhựt Vương),KiKo (Trương Đức Dũng) (Trương Đức Dũng)
Jedi (Võ Nhựt Vương),LeeLys (Lê Công Lý)
Killer1 (Nguyễn Văn Huy),Killua (Lữ Ngọc Hà) (Lữ Ngọc Hà)
