From,To
Bvoy (Ju Yeong-hoon (주영훈)),Shadow (Facundo Cuello) (Facundo Cuello)
Bvoy (Ju Yeong-hoon (주영훈)),Onur (Rodrigo Dalmagro)
Shadow (Facundo Cuello) (Facundo Cuello),Onur (Rodrigo Dalmagro)
Straight (Roberto Guallichico),Renyu (Renato Gallegos)
Straight (Roberto Guallichico),Arce (Diego Arce Chang)
Relic (José Pombo),SolidSnake (Diego Vallejo)
Relic (José Pombo),Cotopaco (Sergio Silva)
Relic (José Pombo),Renyu (Renato Gallegos)
Relic (José Pombo),Arce (Diego Arce Chang)
Relic (José Pombo),Soren (Carlos Ibarra) (Carlos Ibarra)
SolidSnake (Diego Vallejo),Renyu (Renato Gallegos)
SolidSnake (Diego Vallejo),Arce (Diego Arce Chang)
Cotopaco (Sergio Silva),Renyu (Renato Gallegos)
Cotopaco (Sergio Silva),Arce (Diego Arce Chang)
Renyu (Renato Gallegos),Arce (Diego Arce Chang)
Renyu (Renato Gallegos),Soren (Carlos Ibarra) (Carlos Ibarra)
Arce (Diego Arce Chang),Soren (Carlos Ibarra) (Carlos Ibarra)
Buggax (Mateo Aroztegui),Oddie (Sebastián Niño)
Buggax (Mateo Aroztegui),Seiya (Édgar Bracamontes)
Buggax (Mateo Aroztegui),Warangelus (Fabián Llanos)
Buggax (Mateo Aroztegui),Slow (Eduardo Garcés)
Buggax (Mateo Aroztegui),Yeti (Rodrigo del Castillo)
Acce (Emmanuel Juárez),Spooky (Miroslav Gochev) (Miroslav Gochev)
Acce (Emmanuel Juárez),Nobody (Nicolás Ale) (Nicolás Ale)
Acce (Emmanuel Juárez),Tulz (Marco Villani)
Acce (Emmanuel Juárez),Dye (Gerson Castaño)
Spooky (Miroslav Gochev) (Miroslav Gochev),Leza (Francisco Jara)
Spooky (Miroslav Gochev) (Miroslav Gochev),Nobody (Nicolás Ale) (Nicolás Ale)
Spooky (Miroslav Gochev) (Miroslav Gochev),Tulz (Marco Villani)
Spooky (Miroslav Gochev) (Miroslav Gochev),Dye (Gerson Castaño)
Leza (Francisco Jara),Nobody (Nicolás Ale) (Nicolás Ale)
Leza (Francisco Jara),Tulz (Marco Villani)
Leza (Francisco Jara),Dye (Gerson Castaño)
Nobody (Nicolás Ale) (Nicolás Ale),Tulz (Marco Villani)
Nobody (Nicolás Ale) (Nicolás Ale),Dye (Gerson Castaño)
Tulz (Marco Villani),Dye (Gerson Castaño)
MANTARRAYA (Juan Abdón),Xypherz (Santiago de León)
MANTARRAYA (Juan Abdón),Sky (Kim Ha-neul) (Kim Ha-neul (김하늘))
MANTARRAYA (Juan Abdón),Feiz (Seo Dae-gil (서대길))
MANTARRAYA (Juan Abdón),Baula (Alejandro Serrano)
MANTARRAYA (Juan Abdón),Crecre (Gabriel Grimaldi)
MANTARRAYA (Juan Abdón),David (Lee Seung-hoo (이승후))
Xypherz (Santiago de León),Sky (Kim Ha-neul) (Kim Ha-neul (김하늘))
Xypherz (Santiago de León),Feiz (Seo Dae-gil (서대길))
Xypherz (Santiago de León),Crecre (Gabriel Grimaldi)
Xypherz (Santiago de León),David (Lee Seung-hoo (이승후))
Sky (Kim Ha-neul) (Kim Ha-neul (김하늘)),Feiz (Seo Dae-gil (서대길))
Sky (Kim Ha-neul) (Kim Ha-neul (김하늘)),Baula (Alejandro Serrano)
Sky (Kim Ha-neul) (Kim Ha-neul (김하늘)),Crecre (Gabriel Grimaldi)
Sky (Kim Ha-neul) (Kim Ha-neul (김하늘)),David (Lee Seung-hoo (이승후))
Feiz (Seo Dae-gil (서대길)),Baula (Alejandro Serrano)
Feiz (Seo Dae-gil (서대길)),Crecre (Gabriel Grimaldi)
Feiz (Seo Dae-gil (서대길)),David (Lee Seung-hoo (이승후))
Baula (Alejandro Serrano),David (Lee Seung-hoo (이승후))
Parang (Lee Sang-won (이상원)),Unforgiven (Maximiliano Utrero) (Maximiliano Utrero)
Parang (Lee Sang-won (이상원)),Pancake (Manuel Scala) (Manuel Scala)
Nova (Kim Dong-hyeon) (Kim Dong-hyeon (김동현)),Pancake (Manuel Scala) (Manuel Scala)
Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),Plugo (Joaquín Pérez)
Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),Zeicro (Juan Fierro)
Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),Pancake (Manuel Scala) (Manuel Scala)
Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),Newbie (Leandro Marcos)
Unforgiven (Maximiliano Utrero) (Maximiliano Utrero),Stardust (Son Seok-hee) (Son Seok-hee (손석희))
Pancake (Manuel Scala) (Manuel Scala),Stardust (Son Seok-hee) (Son Seok-hee (손석희))
Aloned (Tomás Díaz),Manu (Manuel Villa)
Josedeodo (Brandon Joel Villegas),Manu (Manuel Villa)
Emp (Benjamín Ramírez),Manu (Manuel Villa)
Manu (Manuel Villa),Shadow (Facundo Cuello) (Facundo Cuello)
Manu (Manuel Villa),Onur (Rodrigo Dalmagro)
Buggax (Mateo Aroztegui),KouZZe (Nicolás Jara)
Oddie (Sebastián Niño),KouZZe (Nicolás Jara)
Seiya (Édgar Bracamontes),KouZZe (Nicolás Jara)
KouZZe (Nicolás Jara),Slow (Eduardo Garcés)
KouZZe (Nicolás Jara),Yeti (Rodrigo del Castillo)
Nipphu (Franco Funes),Coma (Hong Hee-bum) (Hong Hee-bum (홍희범))
Nipphu (Franco Funes),Zelt (Jairo Urbina)
Nipphu (Franco Funes),Limitationss (Alvin Alvarez)
Nipphu (Franco Funes),Troy (Kim Joon-yeong (김준영))
Nipphu (Franco Funes),Vamir (Floris Tuijn)
Arfyss (Nicolás López),Coma (Hong Hee-bum) (Hong Hee-bum (홍희범))
Arfyss (Nicolás López),Zelt (Jairo Urbina)
Arfyss (Nicolás López),Limitationss (Alvin Alvarez)
Arfyss (Nicolás López),Troy (Kim Joon-yeong (김준영))
Arfyss (Nicolás López),Vamir (Floris Tuijn)
Coma (Hong Hee-bum) (Hong Hee-bum (홍희범)),Zelt (Jairo Urbina)
Coma (Hong Hee-bum) (Hong Hee-bum (홍희범)),Limitationss (Alvin Alvarez)
Coma (Hong Hee-bum) (Hong Hee-bum (홍희범)),Troy (Kim Joon-yeong (김준영))
Coma (Hong Hee-bum) (Hong Hee-bum (홍희범)),Vamir (Floris Tuijn)
Zelt (Jairo Urbina),Limitationss (Alvin Alvarez)
Zelt (Jairo Urbina),Troy (Kim Joon-yeong (김준영))
Zelt (Jairo Urbina),Vamir (Floris Tuijn)
Limitationss (Alvin Alvarez),Troy (Kim Joon-yeong (김준영))
Limitationss (Alvin Alvarez),Vamir (Floris Tuijn)
Troy (Kim Joon-yeong (김준영)),Vamir (Floris Tuijn)
Akunma (Miguel Aylas),QQ (Diego Apablaza)
Akunma (Miguel Aylas),TopLop (Nicolás Marinoni)
Akunma (Miguel Aylas),Kindless (Benjamín Fuenzalida)
Akunma (Miguel Aylas),Shmebu (Agustín Valetti)
Akunma (Miguel Aylas),Ukkyr (Markus Leuemberger)
QQ (Diego Apablaza),Shmebu (Agustín Valetti)
QQ (Diego Apablaza),Ukkyr (Markus Leuemberger)
TopLop (Nicolás Marinoni),Shmebu (Agustín Valetti)
TopLop (Nicolás Marinoni),Ukkyr (Markus Leuemberger)
Kindless (Benjamín Fuenzalida),Shmebu (Agustín Valetti)
Kindless (Benjamín Fuenzalida),Ukkyr (Markus Leuemberger)
Shmebu (Agustín Valetti),Ukkyr (Markus Leuemberger)
Acce (Emmanuel Juárez),Xypherz (Santiago de León)
Acce (Emmanuel Juárez),Genthix (Mariano Polonsky)
Xypherz (Santiago de León),Leza (Francisco Jara)
Xypherz (Santiago de León),Genthix (Mariano Polonsky)
Xypherz (Santiago de León),MarioMe (Mario Reyes)
Xypherz (Santiago de León),Dye (Gerson Castaño)
Spooky (Miroslav Gochev) (Miroslav Gochev),MarioMe (Mario Reyes)
Leza (Francisco Jara),Genthix (Mariano Polonsky)
Leza (Francisco Jara),MarioMe (Mario Reyes)
Nobody (Nicolás Ale) (Nicolás Ale),Genthix (Mariano Polonsky)
Nobody (Nicolás Ale) (Nicolás Ale),MarioMe (Mario Reyes)
Genthix (Mariano Polonsky),Dye (Gerson Castaño)
MarioMe (Mario Reyes),Dye (Gerson Castaño)
MANTARRAYA (Juan Abdón),Blossom (Park Beom-chan (박범찬))
MANTARRAYA (Juan Abdón),Fix (Nicolás Sayago)
MANTARRAYA (Juan Abdón),Minibestia (Jesús Andrés Coll)
MANTARRAYA (Juan Abdón),Fix Ma (Ma Jae-bum (마재범))
Blossom (Park Beom-chan (박범찬)),Sky (Kim Ha-neul) (Kim Ha-neul (김하늘))
Blossom (Park Beom-chan (박범찬)),Fix (Nicolás Sayago)
Blossom (Park Beom-chan (박범찬)),Baula (Alejandro Serrano)
Blossom (Park Beom-chan (박범찬)),Crecre (Gabriel Grimaldi)
Blossom (Park Beom-chan (박범찬)),Minibestia (Jesús Andrés Coll)
Blossom (Park Beom-chan (박범찬)),Fix Ma (Ma Jae-bum (마재범))
Xypherz (Santiago de León),Fix (Nicolás Sayago)
Sky (Kim Ha-neul) (Kim Ha-neul (김하늘)),Fix (Nicolás Sayago)
Sky (Kim Ha-neul) (Kim Ha-neul (김하늘)),Minibestia (Jesús Andrés Coll)
Sky (Kim Ha-neul) (Kim Ha-neul (김하늘)),Fix Ma (Ma Jae-bum (마재범))
Fix (Nicolás Sayago),Baula (Alejandro Serrano)
Fix (Nicolás Sayago),Crecre (Gabriel Grimaldi)
Fix (Nicolás Sayago),Minibestia (Jesús Andrés Coll)
Fix (Nicolás Sayago),Fix Ma (Ma Jae-bum (마재범))
Fix (Nicolás Sayago),David (Lee Seung-hoo (이승후))
Baula (Alejandro Serrano),Minibestia (Jesús Andrés Coll)
Baula (Alejandro Serrano),Fix Ma (Ma Jae-bum (마재범))
Crecre (Gabriel Grimaldi),Minibestia (Jesús Andrés Coll)
Parang (Lee Sang-won (이상원)),Hoglet (Kim Gwang-hyeop (김광협))
Hoglet (Kim Gwang-hyeop (김광협)),Plugo (Joaquín Pérez)
Hoglet (Kim Gwang-hyeop (김광협)),Zeicro (Juan Fierro)
Hoglet (Kim Gwang-hyeop (김광협)),Newbie (Leandro Marcos)
Hoglet (Kim Gwang-hyeop (김광협)),Stardust (Son Seok-hee) (Son Seok-hee (손석희))
Relic (José Pombo),Choisix (Steven Cordero)
SolidSnake (Diego Vallejo),Choisix (Steven Cordero)
Cotopaco (Sergio Silva),Choisix (Steven Cordero)
Renyu (Renato Gallegos),Choisix (Steven Cordero)
Choisix (Steven Cordero),Soren (Carlos Ibarra) (Carlos Ibarra)
Buggax (Mateo Aroztegui),Pierre (Misael Di Ciancia)
Oddie (Sebastián Niño),Pierre (Misael Di Ciancia)
Seiya (Édgar Bracamontes),Pierre (Misael Di Ciancia)
Warangelus (Fabián Llanos),Pierre (Misael Di Ciancia)
Slow (Eduardo Garcés),Pierre (Misael Di Ciancia)
Nipphu (Franco Funes),TopLop (Nicolás Marinoni)
Nipphu (Franco Funes),Manu (Manuel Villa)
Nipphu (Franco Funes),Shmebu (Agustín Valetti)
Nipphu (Franco Funes),Ukkyr (Markus Leuemberger)
QQ (Diego Apablaza),Manu (Manuel Villa)
TopLop (Nicolás Marinoni),Manu (Manuel Villa)
Manu (Manuel Villa),Shmebu (Agustín Valetti)
Manu (Manuel Villa),Ukkyr (Markus Leuemberger)
Acce (Emmanuel Juárez),Grell (Jesús Loya)
Acce (Emmanuel Juárez),Baula (Alejandro Serrano)
Grell (Jesús Loya),Leza (Francisco Jara)
Grell (Jesús Loya),Nobody (Nicolás Ale) (Nicolás Ale)
Grell (Jesús Loya),Baula (Alejandro Serrano)
Grell (Jesús Loya),Dye (Gerson Castaño)
Leza (Francisco Jara),Baula (Alejandro Serrano)
Straight (Roberto Guallichico),Itsi (Ignacio García)
Straight (Roberto Guallichico),Xuradel (Luis Escobar)
Straight (Roberto Guallichico),Kindless (Benjamín Fuenzalida)
Straight (Roberto Guallichico),DCStar (Carlos Méndez Mayoral)
Itsi (Ignacio García),Xuradel (Luis Escobar)
Itsi (Ignacio García),Kindless (Benjamín Fuenzalida)
Itsi (Ignacio García),DCStar (Carlos Méndez Mayoral)
Itsi (Ignacio García),Enatsu (Gonzalo Peredo)
Xuradel (Luis Escobar),Kindless (Benjamín Fuenzalida)
Xuradel (Luis Escobar),DCStar (Carlos Méndez Mayoral)
Xuradel (Luis Escobar),Enatsu (Gonzalo Peredo)
Kindless (Benjamín Fuenzalida),DCStar (Carlos Méndez Mayoral)
Kindless (Benjamín Fuenzalida),Enatsu (Gonzalo Peredo)
DCStar (Carlos Méndez Mayoral),Enatsu (Gonzalo Peredo)
Akunma (Miguel Aylas),Josedeodo (Brandon Joel Villegas)
Akunma (Miguel Aylas),Aloned (Tomás Díaz)
Akunma (Miguel Aylas),Zeypher (Esteban Guzmán)
Akunma (Miguel Aylas),Gralou (Emanuel Trasande)
Akunma (Miguel Aylas),Otto (Otávio Rodrigues) (Otávio Rodrigues)
Josedeodo (Brandon Joel Villegas),Zeypher (Esteban Guzmán)
Josedeodo (Brandon Joel Villegas),Gralou (Emanuel Trasande)
Josedeodo (Brandon Joel Villegas),Otto (Otávio Rodrigues) (Otávio Rodrigues)
Aloned (Tomás Díaz),Zeypher (Esteban Guzmán)
Aloned (Tomás Díaz),Gralou (Emanuel Trasande)
Aloned (Tomás Díaz),Otto (Otávio Rodrigues) (Otávio Rodrigues)
Zeypher (Esteban Guzmán),Gralou (Emanuel Trasande)
Zeypher (Esteban Guzmán),Otto (Otávio Rodrigues) (Otávio Rodrigues)
Gralou (Emanuel Trasande),Otto (Otávio Rodrigues) (Otávio Rodrigues)
Nate (Damian Rea),Froststrike (Lucas Espíndola)
Nate (Damian Rea),Zelt (Jairo Urbina)
Nate (Damian Rea),Fix (Nicolás Sayago)
Nate (Damian Rea),Shadow (Facundo Cuello) (Facundo Cuello)
Nate (Damian Rea),Revehaza (Luis López)
Froststrike (Lucas Espíndola),Zelt (Jairo Urbina)
Froststrike (Lucas Espíndola),Fix (Nicolás Sayago)
Froststrike (Lucas Espíndola),Shadow (Facundo Cuello) (Facundo Cuello)
Froststrike (Lucas Espíndola),Revehaza (Luis López)
Zelt (Jairo Urbina),Fix (Nicolás Sayago)
Zelt (Jairo Urbina),Shadow (Facundo Cuello) (Facundo Cuello)
Zelt (Jairo Urbina),Revehaza (Luis López)
Fix (Nicolás Sayago),Shadow (Facundo Cuello) (Facundo Cuello)
Fix (Nicolás Sayago),Revehaza (Luis López)
Shadow (Facundo Cuello) (Facundo Cuello),Revehaza (Luis López)
Acce (Emmanuel Juárez),Limitationss (Alvin Alvarez)
Grell (Jesús Loya),Limitationss (Alvin Alvarez)
Leza (Francisco Jara),Limitationss (Alvin Alvarez)
Limitationss (Alvin Alvarez),Baula (Alejandro Serrano)
Limitationss (Alvin Alvarez),Dye (Gerson Castaño)
Sander (Alejandro Martinez),Julaxe (Julián Escobar)
Sander (Alejandro Martinez),Hobbler (Felipe Tobón)
Sander (Alejandro Martinez),Chomi (José Miguel Díaz)
Sander (Alejandro Martinez),Suppa (Alejandro Restrepo)
Sander (Alejandro Martinez),Madoka (José Melquiades)
Julaxe (Julián Escobar),Hobbler (Felipe Tobón)
Julaxe (Julián Escobar),Chomi (José Miguel Díaz)
Julaxe (Julián Escobar),Suppa (Alejandro Restrepo)
Julaxe (Julián Escobar),Madoka (José Melquiades)
Hobbler (Felipe Tobón),Chomi (José Miguel Díaz)
Hobbler (Felipe Tobón),Suppa (Alejandro Restrepo)
Hobbler (Felipe Tobón),Madoka (José Melquiades)
Chomi (José Miguel Díaz),Suppa (Alejandro Restrepo)
Chomi (José Miguel Díaz),Madoka (José Melquiades)
Suppa (Alejandro Restrepo),Madoka (José Melquiades)
